x,y
-368.97599210299717,-157.46429964757505
-363.07047626934764,-141.40801721739197
-360.31882710511235,-123.18089979701652
-359.172292303632,-106.62306473809451
-355.2690936579996,-93.29900202897284
-349.69911898140174,-80.28490393460552
-346.1840754035794,-72.13563332797149
-342.944704412335,-64.58756843502493
-338.5808029470086,-61.811992073973684
-341.33904600108343,-56.09718509473619
-334.75062137054357,-47.97987552990588
-325.65363158048723,-39.220671311600434
-326.6630256141481,-27.21824616600153
-321.21002281277913,-18.09992305642435
-318.86061356833113,-11.545013906824048
-314.10541302804364,3.9936709795307124
-310.7003858655194,13.532999679526643
-312.70112083838796,22.162076884568076
-306.2194534126245,27.505381685115182
-303.52159194856586,32.99748688391367
-302.0753806952746,39.93932906809036
-299.0809201309858,39.95314285390923
-295.00989238574414,46.38831826602327
-294.92986153970554,49.23282189402293
-291.42911071499725,50.143057388890696
-285.898533257667,56.37968362400891
-277.944715106962,58.166414343139245
-272.06425599092506,56.566265829862644
-267.1382299508337,57.20472800365293
-273.94202699724264,59.85903200034499
-271.8172226527703,57.616403025964836
-263.2480638983359,52.946416090495
-259.9299912367367,50.88991130238391
-256.94015287939936,47.466155477772624
-256.3082151427493,47.422931885430174
-251.3833094941124,45.71739176679594
-246.88968327712357,38.792416474476525
-242.98315456704276,32.9277294948599
-238.78314961428924,25.99986586502433
-238.01667662397935,20.406730109665812
-241.22405228453874,19.99690707917777
-237.03598310556558,17.348448758572406
-239.6123244628711,12.764691141677936
-239.54689556851287,4.725023025230943
-231.1718321267435,-0.7509727475762145
-228.07681586937161,-3.6640166556844758
-225.83709202375846,-6.454757052815682
-224.90658239066482,-12.840708502729253
-221.34637191396772,-24.8009385477781
-217.60507529461685,-27.764343867686648
-218.90163561238535,-35.07995049678305
-215.75614550216278,-41.64591827152567
-212.42369517376207,-46.13212962868333
-206.66395300830817,-53.905835207517335
-205.43942576843614,-58.981522694625035
-205.3375471884878,-67.94413317683801
-207.40887670981212,-73.52707442874176
-203.98274074456353,-81.20683609241979
-201.84458461338812,-81.60128700608533
-203.95110336904176,-82.22277280518355
-204.61658530961375,-87.77800990169288
-204.10918751058097,-86.69437450022905
-206.64487238187843,-85.43956756909333
-200.5930204603656,-92.34690981229775
-198.35215794998626,-99.78576512903737
-192.3132086109903,-103.06441647368662
-185.85832417834447,-111.19648833754704
-186.7708785721757,-111.09674052146802
-187.06423733688564,-113.75236255547767
-187.4116682194122,-116.68368781902001
-191.14414469333116,-122.678528828386
-191.18104382217885,-123.2469399454377
-185.61383384820977,-128.07897249701355
-189.31805201192944,-133.2535844107873
-185.4171594522661,-138.84582301257714
-183.8781153299731,-140.71166106047932
-186.43165048375775,-146.01325558501324
-177.17984683666091,-147.5974006895392
-172.93409693885144,-146.29570964283815
-169.0886019607273,-144.27682008751538
-171.71821630720768,-138.61203720932482
-170.0438444446965,-142.6953845365745
-169.92349981846988,-150.0594313469742
-161.91421321815196,-156.00192043357387
-163.74032477968535,-165.7931431403952
-169.48709662655511,-173.60762450862043
-173.9803586055954,-174.03383042442096
-171.6664941487991,-176.24937673498638
-168.9763874446549,-180.90072299258134
-172.70548296415248,-179.6565682524311
-171.94584249103528,-178.15990790744166
-166.26004198989256,-175.2814530286534
-167.64009697744413,-175.81117588432554
-166.3017074235129,-178.8002446690968
-162.73308758884448,-180.1454056584424
-156.57156975046888,-183.25213444605131
-156.21397948263842,-184.41034409660028
-160.82274732197706,-181.99994429338793
-159.06519313701367,-175.9382463574001
-156.11431061537556,-181.10666443598473
-156.10657088864943,-178.69816944065948
-155.65756667424995,-177.21593147388944
-152.48979944372488,-180.20771604576052
-148.583040076279,-179.2313205055566
-146.5650617668807,-182.69868099965282
-142.79514124532528,-182.45972682098082
-139.7079314833086,-178.73114541530148
-136.13600918383688,-175.38147239531116
-136.12729167411086,-171.96423075743118
-130.26507155060727,-168.82353067112874
-126.02106778166414,-165.28627925653737
-124.22352650901982,-166.45288642159645
-122.04266064919048,-166.74292855635701
-118.5415529782581,-169.2607073160491
-108.4962250818653,-170.57458422833412
-107.34243246229491,-161.24332298560796
-106.57166448374441,-167.34973317112494
-98.32825531481991,-162.1015713765114
-91.90083037024002,-159.81717491203568
-91.56929744221178,-159.14374883077082
-86.84318468486545,-155.7459845654729
-84.88793560499319,-150.42344565797725
-80.42433289406856,-142.30536890580925
-73.0584715514349,-141.454457986527
-70.05557865734646,-136.70818152607384
-66.66172000804086,-134.02335849318283
-67.25988679178573,-126.7625744520347
-65.85606450985337,-121.40830444143037
-64.1662375416293,-113.84718362839133
-56.815896696975045,-103.46788921945122
-56.73512701060681,-97.46309706782542
-43.889114023922154,-93.4123190011971
-35.72769967845302,-86.33529482549744
-28.819894545293273,-84.14504476687438
-18.240002557929433,-73.57025444467195
-9.4220398343826,-72.00500606464495
-6.57775755403242,-64.61803908644133
0.47763543009207465,-54.46001469995426
3.823240939424603,-44.85528412626334
14.011144768616028,-35.2171630534767
17.848819417735967,-33.377381671127864
15.873646517558674,-26.726366175790996
17.866470113635728,-23.413157573777646
26.949242142950485,-19.502534785079604
28.677417335910157,-22.01074487218006
30.975181509298007,-21.047313147204754
36.27110425355679,-14.734971093690778
38.52999571849082,-13.992195990981333
34.318681026249344,-18.304774881501125
32.97973383622231,-20.330517579802006
32.440641521295476,-19.437321169852908
35.14988051456937,-13.311509325224574
38.978986642938565,-19.686452289687406
41.213074304529016,-21.595007469610334
41.88543144919821,-21.740640794508653
41.233278913914575,-16.788885859860212
39.482487964201646,-18.404754853642434
28.67254781794769,-28.8601602032102
24.262743699786864,-36.26999265532076
18.563757730514396,-43.728487476009576
19.80894352131049,-47.9245535183999
22.406348088148526,-58.273247171000364
19.214026684820798,-64.92007201084049
9.964473395344655,-68.93817881881263
-3.6359850427517237,-82.2239293594506
-11.210416300224978,-92.52838757559203
-14.38770243201778,-93.61059983689431
-14.677494270431946,-103.5174635273951
-19.24614481551106,-106.14401267279884
-24.336210332544116,-111.96425906819404
-26.384022415121102,-129.9131362250551
-31.373648010780723,-142.52775901708304
-34.65441183195922,-158.50539854273748
-40.120800682351714,-171.88764573316521
-46.54364346881949,-186.9454312849843
-57.119888228323376,-197.50643559748337
-62.660138276957305,-206.7480580328673
-71.56748647794838,-216.77131741334276
-82.20681119360177,-225.4001489417568
-90.7259213233501,-234.62788950306484
-97.6959093060373,-247.91787888927698
-101.26958262959388,-259.25530920743813
-107.84503446405779,-272.6989883522454
-110.54474099345127,-284.82755501318735
-123.61160146358999,-298.3737421919188
-129.5450656868813,-315.18836033617055
-137.87490208368965,-329.31995855068544
-147.7387331110151,-339.60558715357354
-156.0311439261106,-356.15144092541766
-161.99506270085553,-364.01910550581596
-170.5228661779547,-381.0783344781364
-176.9873970224264,-396.60010615718704
-184.2342498526334,-410.93704536035165
-191.65685455695584,-422.24565687915356
-203.66825885687638,-435.1142266379345
-215.0292753146818,-454.8479589620269
-224.3878679971924,-468.598883686881
-237.75156096584573,-485.7083189881665
-241.4353650018657,-499.5091401598924
-242.70235945593654,-513.925947111573
-250.06384576981466,-530.9994374954141
-258.40691158236655,-548.3388569797631
-265.3539261655548,-556.9908441433948
-275.06279467504766,-574.8935801422541
-290.09783402679324,-593.2328887485496
-296.8369212570841,-602.1817579776591
-307.942242578799,-617.1812599405952
-318.319673985116,-631.26997712355
-328.6393135074298,-647.1378574095323
-338.07903987397043,-665.015727173357
-348.8465683135019,-675.6807657896576
-353.2750577866262,-689.6900069542888
-354.64242687931187,-704.237214687424
-364.089747821037,-716.2559985031655
-375.9788019223919,-730.1548665313588
-379.65672164526455,-746.1007857321382
-386.0717511733911,-758.3635012163826
-396.1764115485043,-774.1109937686296
-400.1998628100497,-784.3308688175546
-409.5156417091068,-794.4733874311738
-415.06406455498086,-808.2075344160644
-417.0562583955093,-817.272947315088
-426.2041098597976,-831.6419499500674
-429.181958503012,-842.5476600171903
-433.03875480849206,-854.3175572237366
-439.88564211398335,-866.2582685143268
-443.0747727262874,-883.6413699095059
-444.35207591180813,-894.8988561900195
-447.8677565243536,-907.0658752399543
-456.4637029635702,-915.0717776538672
-462.0224598750656,-924.8850613620291
-469.96242078069366,-931.9090839521808
-472.9428773438391,-938.0529102247078
-472.7480329321569,-948.9972930729205
-476.6262766563825,-963.7626990725031
-480.5249674643182,-970.4800989780802
-484.81275284180117,-981.081192520754
-484.2781403856218,-987.8962879458579
-493.6353929490055,-992.4005116170987
-496.4733124047199,-995.588560427562
-493.7735593655284,-1000.7573666834259
-497.95147689856606,-1003.3041656318846
-497.24366501158437,-1007.9412094980374
-498.1073824742619,-1008.9662327252814
-503.97414202245477,-1015.0226961202453
-507.02411008192405,-1016.9367091376042
-508.187247765349,-1023.1814273260143
-506.95684943092317,-1020.1430333518425
-507.2916871338661,-1012.7279916046715
-510.2799432360981,-1004.0655314508635
-519.6182345990114,-992.6295736741746
-526.1039646191001,-982.663114851596
-524.3950377712315,-974.8295523865935
-530.2849124792497,-966.1597705384897
-533.2519221730283,-954.0218427223826
-540.8232945754726,-936.3321987336784
-540.0966120052708,-922.0271769262129
-542.1631765830834,-912.7291039323887
-546.2545420377196,-896.1152821040145
-548.1980460461518,-877.3320792021893
-550.4902123994074,-857.2056735352719
-553.1915589006334,-839.7167423295043
-555.3238295271609,-824.0487467514063
-561.255939359337,-804.3722376013001
-562.2642998054515,-791.4230894622588
-562.5728847346013,-771.9324404267804
-568.4350917263048,-752.5110402173218
-569.7905391839397,-734.1953238306766
-569.065164333822,-716.8552641201691
-573.1286854162745,-696.211523398133
-576.8818524247592,-668.0911989345192
-578.4565588096665,-642.7901031660535
-579.0944588350518,-614.4675344855485
-584.1389224474353,-595.4175872515248
-590.0077101100974,-568.7340946535343
-591.8110267987483,-544.5503447579046
-599.3630080324263,-516.5974880007774
-601.875328522382,-493.48282357425165
-603.0901685853597,-464.1642929253091
-605.4521462488691,-434.42261088908367
-610.9961652295256,-402.76763371172626
-607.7098265454263,-371.5567409658991
-612.8986074172747,-345.84213871235175
-615.8945321673742,-314.8938259182856
-615.0132902961391,-285.17062602193096
-616.2114951247705,-257.9155873259924
-620.9187877408825,-231.78641533822272
-623.3452442718707,-203.83712204935273
-619.7779539361939,-176.46421200726718
-619.4838242375763,-152.83994084280855
-623.6776884700253,-124.65375458537109
-624.587443355059,-102.86598510585318
-622.2190742294173,-76.81736788617125
-625.2090418563998,-53.24725458374218
-626.7158758810066,-25.83609058088752
-625.1876197890851,-1.9416097688399154
-628.3492281647408,24.27763493869265
-632.4354971408133,55.51051810552953
-629.0616577551212,86.96864019570374
-634.1855012097365,111.88178958897868
-634.9623331573864,148.65929207207645
-635.0832495948729,173.43000426807512
-637.2923308919732,204.6047673357196
-635.8424746600463,231.58732706647015
-634.4233614557453,258.1035884114241
-631.6277396111905,284.124288943794
-628.5128745255761,306.5850951765053
-629.3931135432349,332.4920133041098
-634.5504748137436,361.2535339709281
-636.3253783081697,387.1709855606732
-636.2166109162257,410.3245213230959
-635.1883535189927,429.60173963135105
-633.7703233761818,457.38508371930624
-626.617346006481,474.4057135702538
-622.7991856049057,495.2400224010993
-619.8619752312677,512.1596317374167
-615.2179975259393,534.3769339476781
-611.3288834013192,556.9853091484989
-609.5394595775723,581.8620378225381
-603.7064746444736,605.2909157562032
-600.3709842626142,619.4324466156842
-594.8356438348652,641.1501450968001
-594.9427266314651,663.6256354149962
-597.3410176247374,672.5937608369755
-590.0139705590287,694.6826421920011
-584.5912262235175,712.8540451026157
-580.8181679772223,726.8846203990503
-580.9926778776589,730.416258040908
-577.8047517873242,740.938322916713
-569.9476180882684,748.5384335872909
-567.7716546387776,757.8651788060752
-560.1453609193278,764.1814293371233
-553.7676287702022,774.8378852230962
-557.34167209081,782.4469471450329
-552.519500439918,790.5146258703747
-547.5304311117716,790.8480137978186
-541.3805592242369,802.3026423341951
-528.615127458169,803.2268347742119
-525.7409148983421,805.6310971196242
-513.8199490658545,811.2606409715049
-508.6206697242261,814.5592259546936
-500.44073320439253,812.3401774678546
-498.547243046919,802.808268756839
-499.2060599814791,799.929017487905
-502.3475320171098,795.2707270266684
-501.1685398971884,798.5046562929183
-499.8282170371575,795.5695718000345
-494.31163545791253,790.2169690730353
-496.1152162827225,781.2964729284781
-492.80629446590075,777.0339106851502
-494.7478226484863,770.189635976283
-491.49785147053956,761.8185995156091
-493.5887801067806,752.8413830985756
-490.28241519831346,745.4912879297964
-491.32122843934,735.0170374037257
-491.80522274299506,725.8801782724779
-496.1951548799072,710.3675000168136
-496.8939361500844,702.090154028637
-493.32316473944945,687.9812834732052
-494.7729767943008,675.397766834378
-498.7898620608436,660.6959999735
-507.8993059685542,645.5692853309419
-511.41499481415,631.9256219865297
-517.7782559897428,612.9094753520405
-519.288471046884,599.6816961955375
-522.4259281320934,582.8042779292086
-519.6935738974842,568.1000869264549
-522.6243090020722,553.816966965825
-529.8590444231318,546.989324150396
-532.0106320926469,531.0229393745063
-534.957199334899,514.0271960305079
-540.3866137954119,496.7068453648696
-549.55018391223,470.0806827615082
-557.1987810472972,453.12114535898206
-565.8455458280365,436.1931980911908
-571.6312993693577,421.1770433685825
-577.647269443556,398.762476991373
-588.4858035708271,374.4965117004243
-592.1913120415137,356.2357065797132
-599.4989089697034,333.6502248684262
-604.3558465457917,313.0352451130573
-613.2143485159885,299.42268102412663
-614.2773256274314,281.99420737479966
-618.8165495740636,264.4045461518296
-626.5722933458024,242.5264843485808
-635.5260316861746,223.1908911305115
-638.5845345129966,203.64313454367016
-644.4537585239718,182.43211167784435
-651.2557887477686,158.02000663348804
-659.8846750213148,141.88132356706564
-661.7902108135072,125.71894514129893
-662.5074515283837,100.514512668103
-675.6456321320429,76.89314695786662
-681.4232913439832,60.19251764461974
-692.706569652795,45.58860034880568
-698.3734991873954,28.37235848086489
-701.344857035224,10.624661913469994
-704.895164606133,0.7850703204189813
-713.8004713694958,-16.520782978472436
-718.883723579634,-32.711182550962256
-724.1607407244993,-44.951792681321535
-726.9718158937312,-62.007878058144094
-730.9704025319031,-84.16385268908526
-735.2986239860516,-100.1152312062338
-742.27807087404,-118.06572812234982
-752.3170773506484,-133.83875254044446
-752.8468662941502,-151.89030348218753
-754.0475441545791,-166.22084114549676
-755.5718351300798,-183.90620053684358
-755.219261174652,-194.93630082264917
-764.1497194130391,-208.5399736174224
-763.8336304741788,-217.04713382669473
-770.3569464245744,-226.20456109697813
-768.9547468769039,-231.75512906673322
-770.0854932387707,-243.78139985829233
-778.4256403154269,-254.05301302831407
-778.3799617795974,-266.3707169807863
-782.2589054084162,-281.0892865900013
-781.3447890835853,-291.62651752954963
-787.4190066530845,-294.23263252270687
-791.0981298575392,-304.5121490625883
-795.3927038046214,-311.6552144927438
-790.1858114690014,-317.78177490586285
-787.9447001213848,-319.5602359918928
-783.9223186010342,-320.12474137217157
-786.2471507333896,-322.12243643237133
-780.6256944482085,-324.69342294655036
-781.0755800390572,-324.82601788068587
-789.1128046132621,-334.4806060678911
-784.0523744563404,-340.74624238476105
-774.223664589976,-338.8172783160657
-767.0030079993901,-344.3241222345427
-765.9904958297196,-337.91896533852076
-763.5919263545629,-329.3805154555544
-764.4578351728276,-320.5571121628824
-759.1480277603738,-310.88883239460336
