x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15
3.614405528791679671e+02,9.298167193302102760e+02,3.257916399923757922e+02,5.013690092088681922e+02,4.360210900906564291e+01,-1.513652812213695142e+02,6.675029150687183233e+01,-4.295506904229421821e+02,-9.272645728490997499e+02,-9.249699982385662906e+02,7.373036033965369995e+01,-5.725874489516015728e+02,3.309875729155489239e+02,-2.289860492662546392e+02,2.463579591091936152e+02,1.301455562472801830e+02,7.506132716466095189e+02,6.836581957310640973e+02,8.529847346283302159e+02,4.128496576638588635e+02,-7.446509916296849951e+02,4.456022419703230071e+02,-2.035185777939591389e+02,-5.809674858047943644e+02,9.589741049090995375e+02,-2.496750438526200639e+02,3.897536407828653182e+02,-2.037299247442131218e+02,-4.082516039874024472e+01,-8.533446422891287284e+02,-3.303819018166120145e+02,-4.540349097208056151e+02
3.447667653822304601e+02,9.357945390400420820e+02,3.276775125576172627e+02,4.519410059613078374e+02,3.402032052135167106e+01,-1.485298640118106732e+02,8.004174843904897330e+01,-4.323597337973414483e+02,-8.988258769772050982e+02,-9.263626689152606559e+02,2.989099954949972471e+01,-5.357429961088261052e+02,3.097891033000748848e+02,-2.066020297257079221e+02,2.692219269679332001e+02,1.351549071385097136e+02,6.934247929835564719e+02,6.947422121480072974e+02,8.672490664151022202e+02,3.877921486374806932e+02,-7.329609071040047183e+02,4.256019541348987900e+02,-2.098327025199473042e+02,-5.454009502144366479e+02,9.566261889247939507e+02,-2.451407000649922736e+02,3.925071566351352317e+02,-1.820254037063756414e+02,-7.211791592687866626e+00,-8.392323221394437951e+02,-3.184160807421736763e+02,-4.197240614988584184e+02
3.499379691962960237e+02,8.915710334376358333e+02,3.014962282008664829e+02,4.251814074965345185e+02,9.595953158340325473e+00,-1.375843207813974800e+02,7.056143641062577387e+01,-4.040656527045778148e+02,-9.121451065417744530e+02,-9.119589156339602596e+02,-1.567816486362825223e+01,-5.588232341131946441e+02,2.863068043459914520e+02,-2.061442511687015156e+02,2.903085639384073033e+02,1.466701516846611639e+02,6.765402927801804935e+02,6.719393871043366744e+02,8.376620977984359797e+02,3.790087427709287908e+02,-7.010404790717801689e+02,3.993195030312583640e+02,-2.045303093433877564e+02,-5.036648297635553604e+02,9.496123562471939294e+02,-2.010182186203151389e+02,4.033784149184389207e+02,-1.604606221451125805e+02,5.305202708644614518e+00,-8.424547128556354210e+02,-2.971101268698095055e+02,-3.640034922973393350e+02
3.285715261459277485e+02,8.651432606412496398e+02,2.998302015357836012e+02,3.743553447312401659e+02,-8.866316575386409937e+00,-1.154360461863248020e+02,7.337051212482415963e+01,-3.801010857388928912e+02,-8.692405906997805687e+02,-9.037191350461986303e+02,-5.032436830252759563e+01,-5.653414240406293629e+02,2.612589821419492750e+02,-1.798434620095192997e+02,3.133862260162953817e+02,1.565717099418919531e+02,6.851350855974660590e+02,6.785285819601130015e+02,8.535891931645857085e+02,3.344941891647948751e+02,-6.671732567805953522e+02,3.939735055592539084e+02,-1.977334946298862803e+02,-4.677867793983417073e+02,9.624035644787525143e+02,-1.954775352818202805e+02,4.001589413542287161e+02,-1.279995653048326432e+02,3.466068322457299899e+01,-8.131958008339080379e+02,-3.150335641525011852e+02,-3.671172785562408762e+02
3.084963889857125992e+02,8.698760035773343589e+02,2.578920590409503575e+02,3.468905423649769659e+02,-1.553561463219420169e+01,-9.249806992251015458e+01,8.507072867894838453e+01,-3.418497792521467886e+02,-8.745128208853087699e+02,-8.922434236469534881e+02,-6.668692022707371336e+01,-5.580355384162885457e+02,2.290790466431417087e+02,-1.727163241709985755e+02,3.300993024844830188e+02,1.820266434341399702e+02,6.511140383428628411e+02,6.374193611030424336e+02,8.237337691591654902e+02,3.213894856613268303e+02,-6.667886074887804853e+02,3.666502883674880309e+02,-2.167390820434859506e+02,-4.422405575413151837e+02,9.681336646771341066e+02,-1.729250685140338248e+02,4.099481548818313286e+02,-1.186197352839925969e+02,3.129793970176049456e+01,-7.868472933299384522e+02,-2.789617438308218880e+02,-2.995897548992131192e+02
2.836401742278624170e+02,8.264233073605336131e+02,2.764630129286663873e+02,2.829176168913205061e+02,-1.420276900138895826e+01,-6.594438095253190113e+01,8.208770777663224294e+01,-3.014412897447653563e+02,-8.743245050076852749e+02,-9.028954280676979351e+02,-8.996429786164893017e+01,-5.444104545466097989e+02,2.138914655842843899e+02,-1.434761295112814707e+02,3.635005374074602287e+02,1.819244889133902632e+02,6.345129386061634023e+02,6.518539099588931549e+02,8.154003694728193068e+02,2.914736375010511438e+02,-6.494105707984374476e+02,3.453693672142375135e+02,-2.146454254106157009e+02,-4.005459030094373816e+02,9.717266582368453101e+02,-1.615124649009980828e+02,3.663620754450346908e+02,-1.018423919772625652e+02,5.096784907457571734e+01,-7.732251672645663803e+02,-2.875466832572292333e+02,-2.750624014403913975e+02
2.491936103682561168e+02,7.893148216695158226e+02,2.390844256687256575e+02,2.529979466375631603e+02,-4.339219019390787224e+01,-4.417588115913048341e+01,9.736919717156790455e+01,-3.003459237583724075e+02,-8.621061195366055472e+02,-8.679967810281956417e+02,-1.348466910879380691e+02,-5.211462256579187624e+02,1.945985350123568196e+02,-1.036889341604942842e+02,3.596569526736937519e+02,1.912434362215286114e+02,6.007246342174164511e+02,6.265683262613816851e+02,8.231482860207521526e+02,2.679271845567506034e+02,-5.960848997487627230e+02,3.176141597268769488e+02,-2.306723100873271335e+02,-3.654608684891186385e+02,9.839788117539153518e+02,-1.248675823129685796e+02,3.743624260415213030e+02,-6.228405903398683563e+01,6.471673927830127582e+01,-7.698275570446462552e+02,-3.038461819400352510e+02,-2.240106640506764961e+02
2.543187398246136297e+02,7.706221207624654426e+02,2.113294661471352640e+02,2.124557078903641525e+02,-5.094714941605861469e+01,-1.365369770907832958e+00,8.794579081377261787e+01,-2.600648724436011321e+02,-8.471968280106162865e+02,-8.798602317371544359e+02,-1.670211284132805361e+02,-5.340536812061758383e+02,1.777876508568047598e+02,-1.171510281568737923e+02,3.899802429984296168e+02,2.411741579490646643e+02,5.528143100165814303e+02,6.081982040575319388e+02,8.099905430297485509e+02,2.315486893953986964e+02,-5.755466299440286093e+02,2.943908673780741765e+02,-2.384501990671664942e+02,-3.250638253220805041e+02,9.708289886648220772e+02,-1.107072563067825115e+02,3.528663823193152211e+02,-4.813714465498275530e+01,8.008579127433102940e+01,-7.518635229746610094e+02,-2.736957472537121134e+02,-2.070010996460861747e+02
2.139375130678752726e+02,7.512917190423459033e+02,1.952141036964880811e+02,1.386568169212480370e+02,-8.203760662174788365e+01,2.207648273759938462e+01,6.901490480746780065e+01,-2.090871969432266440e+02,-8.296385608995516350e+02,-8.820131911149944699e+02,-1.970606983632906122e+02,-5.294674407870242021e+02,1.492372685932980971e+02,-9.312857401873770868e+01,3.967626867206590191e+02,2.485007292743677567e+02,5.702255272033697793e+02,5.932579888071979894e+02,8.288913075543255218e+02,1.946454176562793918e+02,-5.436148478601875240e+02,2.745500354984858973e+02,-2.165311333671950251e+02,-2.837418823190056969e+02,9.947543199340000228e+02,-1.122350570241256094e+02,3.598244166884134074e+02,-8.707331609116472748e+00,9.987935274275392317e+01,-7.237437226671529515e+02,-2.694088539848452797e+02,-1.619002551173063580e+02
2.118638836163959240e+02,7.282771916248542539e+02,1.709030180906435703e+02,7.853182158595120654e+01,-8.597134956085817237e+01,3.005065177788568676e+01,8.599887113916491899e+01,-2.112067092412491434e+02,-8.104357603318070460e+02,-8.567953312423062471e+02,-2.318613668957206926e+02,-5.395800012451179555e+02,1.007263373129976145e+02,-4.890036255217618333e+01,4.000431754258713113e+02,2.637642184368643825e+02,5.136347328321819532e+02,5.535794861213870490e+02,8.127064542582511422e+02,1.443193283984708444e+02,-5.029691406628693926e+02,2.515925913059155050e+02,-2.288808972266745627e+02,-2.384876498710000021e+02,9.795051101191791076e+02,-9.487397028534178389e+01,3.441339976220091330e+02,8.254371150050758388e+00,1.239965273168361364e+02,-7.015620203818145910e+02,-2.430985228242638811e+02,-1.347996066357829932e+02
2.050282952870614963e+02,6.969279999295256403e+02,1.498944647254037648e+02,3.259083336592973268e+01,-9.889616011225933789e+01,7.706463011730254209e+01,7.908411188895352950e+01,-1.518216443677486325e+02,-7.852146734940247370e+02,-8.513966240870398678e+02,-2.467246172179230825e+02,-5.392336517114806611e+02,8.911425222904550481e+01,-1.627151992135699743e+01,4.207209898666342838e+02,2.748866397798840353e+02,4.800956819274462646e+02,5.459497653939813517e+02,7.990800119170157814e+02,1.262443691495301437e+02,-4.858324485567475790e+02,2.539000494379218082e+02,-2.245099769735556663e+02,-1.931062718350092950e+02,9.955637063858936244e+02,-6.677997859277049031e+01,3.238553298520134831e+02,3.658326090082582738e+01,1.301713524844675476e+02,-6.898803348463815155e+02,-2.456589446922587285e+02,-8.519771206802688823e+01
1.548467250582090458e+02,6.564687694735360992e+02,1.509877084195011321e+02,-2.121496280331442996e+00,-9.733403687312264196e+01,9.013480099030078918e+01,7.862296159586149713e+01,-1.185951748532126970e+02,-7.701945088124681433e+02,-8.286050024766327624e+02,-2.798726716049512788e+02,-5.234183240006823326e+02,5.450073592021883684e+01,-1.010340450581182736e+01,4.483595862063116328e+02,2.964288773094667135e+02,4.492625214809086742e+02,5.086656034236696087e+02,8.047406503489640954e+02,9.748254759801693581e+01,-4.718536073206666401e+02,2.366275867658282550e+02,-2.680021413059739075e+02,-1.587650742507424866e+02,9.856417295147123241e+02,-5.773609729860984885e+01,3.188975658138795666e+02,5.241323321811533020e+01,1.574493944129615670e+02,-6.689790130532898047e+02,-2.516230554909774639e+02,-3.139835253842158735e+01
1.508598274380736086e+02,6.291768112440863661e+02,9.112909901601605611e+01,-4.225110182584357688e+01,-1.259610493088050021e+02,1.401828510498332321e+02,6.108641368957663786e+01,-9.229156291770070197e+01,-7.580100893262864474e+02,-8.333580860535139436e+02,-3.143154247169183009e+02,-5.187622091042917418e+02,2.559953147601203582e+01,1.781803782733573271e+01,4.721555346373545490e+02,3.110125734891284424e+02,4.314510988113870553e+02,5.049598548027296943e+02,7.952374656228877257e+02,5.015766099400904920e+01,-4.389151313106466432e+02,2.023201708449005309e+02,-2.729701047682687545e+02,-1.096719254258616729e+02,9.920651770984542281e+02,-4.222701723123146422e+01,2.974139820385406665e+02,8.996397271358462433e+01,1.582861139637933263e+02,-6.401974310167327076e+02,-2.336621713700501459e+02,-2.598902385649738189e+00
1.119842577618343995e+02,5.566856275336713225e+02,6.077761585735530048e+01,-1.188397634824193005e+02,-1.477196289449992150e+02,1.522120533785494843e+02,5.507447506244151469e+01,-2.845608379713952729e+01,-7.210063282127277944e+02,-7.974384721069039870e+02,-3.498156913579813363e+02,-5.282541476449054016e+02,-1.872979818706382815e+01,3.718078962042990554e+01,4.634945203647364451e+02,3.443052006147281077e+02,3.906153395348818549e+02,4.686703008537631376e+02,7.654345694994090081e+02,1.148594055735769004e+01,-4.068584372169628409e+02,1.864012992705928582e+02,-2.622102303609485148e+02,-6.763430066695048026e+01,9.905466227910877706e+02,-4.066669728141067708e+01,3.057316828933047645e+02,1.418730362745960747e+02,1.847639066007608051e+02,-6.416057082878203346e+02,-2.351712786967949853e+02,5.447945209777418540e+01
1.099154962422851440e+02,5.337186222931303519e+02,6.641243813489350600e+01,-1.402701877573582578e+02,-1.510674812670522726e+02,1.900306455069766400e+02,4.504279339010350469e+01,-1.848279951822793521e+01,-6.964030551514966874e+02,-7.952939998716585706e+02,-3.883953004229651924e+02,-5.146507427286674101e+02,-3.303924449191809742e+01,7.862314320497843312e+01,5.029111798451758091e+02,3.475328862216929906e+02,3.780416353266988949e+02,4.300979180771016104e+02,7.898120137186130023e+02,-3.619544371591429410e+01,-3.765359309957408982e+02,1.781101972383228826e+02,-2.617045566435217552e+02,-1.943504922656020995e+01,9.973680835888126239e+02,-1.075524017145401601e+01,2.852352760424868166e+02,1.509772653613078432e+02,2.208986796526195917e+02,-6.141612012069963384e+02,-2.143395370589579159e+02,7.132686987689370994e+01
1.109519091497907226e+02,5.157980833204285318e+02,2.262334105481199487e+01,-1.984445888486436047e+02,-1.779174241111975903e+02,2.034834558104184907e+02,5.848268881047524559e+01,2.454311328610999965e+01,-7.081869827766807930e+02,-7.868852351999473740e+02,-4.181537617188683384e+02,-5.196261831982993726e+02,-7.410769886284370500e+01,1.087595589019343549e+02,5.328791421326249065e+02,3.887895662874409481e+02,3.640166765672547058e+02,4.162956238241151823e+02,7.590008872195157892e+02,-6.369116585950781229e+01,-3.400707472882797902e+02,1.412631412340208499e+02,-2.797626914692057767e+02,3.940857091417371549e+01,9.792494330545858929e+02,9.987086413976889787e+00,2.774063671772010480e+02,1.648289225945981400e+02,2.250397749748968863e+02,-5.897835819626975535e+02,-2.223216130015966314e+02,1.282753598916554836e+02
6.382033153557775762e+01,4.655856003312508165e+02,1.776853564473472602e+01,-2.630217980392453683e+02,-2.009970406515993204e+02,2.423292897117228790e+02,3.392772905321268695e+01,7.551994446761871416e+01,-6.857722774327355637e+02,-7.728344167065147303e+02,-4.484624288589302523e+02,-5.128138052008939667e+02,-7.440201663305221302e+01,1.326130331912465294e+02,5.538294377092901186e+02,3.988649497290023191e+02,3.094586972186283447e+02,3.713289347207399942e+02,7.521148362140583004e+02,-1.013734245216548686e+02,-3.000006337277080206e+02,1.399861197020337045e+02,-2.871555003791424951e+02,8.843036766213752742e+01,9.866631844953881227e+02,1.032886623393611814e+01,2.669489111453787586e+02,2.286025521791045492e+02,2.362910733678994291e+02,-5.635566677991142797e+02,-2.073047549721198095e+02,1.771072102080242985e+02
3.423477369354383626e+01,4.216940346744157750e+02,-2.662038643034284391e+01,-3.033439076586361125e+02,-2.087568221047517341e+02,2.710406929873051922e+02,3.050725313750590573e+01,1.057219411895968477e+02,-6.580999075031074881e+02,-7.651446072623303962e+02,-4.544926131705979628e+02,-5.361585814180870102e+02,-1.300797457055867028e+02,1.666636947509938409e+02,5.862356988709275356e+02,4.141199537393316632e+02,2.857938826537751424e+02,3.558170181253705096e+02,7.889228537360751261e+02,-1.215679771885785669e+02,-2.907647222813722010e+02,1.194673328156956416e+02,-2.986107293012253194e+02,1.215088774114280170e+02,9.978447260370488721e+02,3.428023017908135728e+01,2.430134262541752150e+02,2.412476270099012083e+02,2.665914645488626888e+02,-5.298228182538679221e+02,-1.982146162025204887e+02,1.927458436469005107e+02
3.774459894959512951e+01,3.979018682793095536e+02,-5.218695037051864460e+01,-3.396814123664379395e+02,-2.214162574840714228e+02,2.838170329953474038e+02,2.428585832092569419e+01,1.359071343914800707e+02,-6.257114123793451199e+02,-7.420583921301110877e+02,-4.896589503113040109e+02,-5.209376900606604295e+02,-1.479976193007703671e+02,1.855335250498786195e+02,6.006828019197457706e+02,4.460892538249296990e+02,2.736253637155626279e+02,3.084446736669884785e+02,7.721604043389050958e+02,-1.781555879221976113e+02,-2.432423090753462134e+02,1.020290867710472185e+02,-3.071386847411511667e+02,1.827967903382852626e+02,9.737198427748336371e+02,4.810769263307796706e+01,2.297313745864514090e+02,2.483015587953083809e+02,2.597053156685627755e+02,-5.206092317060828236e+02,-1.776295615423550203e+02,2.399142056191247150e+02
5.718144591007692235e+00,3.495933912486204349e+02,-5.092256161785102364e+01,-4.098373890811589035e+02,-2.440266556207254212e+02,3.178614402618854911e+02,2.204335941076855576e+01,2.054601342387999239e+02,-6.154521046034484471e+02,-7.328838633553203863e+02,-5.261016629848539878e+02,-5.335779440313079931e+02,-1.919000773465756708e+02,2.064985760170698086e+02,6.293391163317800192e+02,4.464357724466251511e+02,2.208356377188842714e+02,3.104605494638637424e+02,7.626056247089238695e+02,-2.268924161087589937e+02,-2.027226386157596778e+02,8.166056680011149638e+01,-3.068041544575695525e+02,2.374449180858419766e+02,9.720125454411150940e+02,4.618249285253559577e+01,2.264323603331322090e+02,2.813020169411253164e+02,3.055957203040237005e+02,-4.834377724113574573e+02,-1.491015614980943269e+02,2.892751310831978344e+02
-2.210542443277430280e+01,3.240452107481792154e+02,-8.434689799893321549e+01,-4.354051321159640224e+02,-2.808137042541803794e+02,3.446150876089230337e+02,2.999449128286469346e+01,2.284999838200976967e+02,-6.129434958922764736e+02,-7.157733554750038820e+02,-5.492948108252886641e+02,-5.375234515312340591e+02,-2.198799919332325885e+02,2.500305666579806712e+02,6.297633670186106656e+02,4.920921497771664690e+02,2.080397989136467629e+02,2.758472778308353099e+02,7.335240544884038627e+02,-2.419148634088128915e+02,-1.755128627370473851e+02,7.223639239422766423e+01,-3.330039549757841542e+02,2.819913674512940815e+02,9.750337226124828476e+02,6.391002897730569998e+01,2.116450127339529388e+02,3.206337506020085470e+02,3.122879978121963518e+02,-4.674617949170197448e+02,-1.587686611717522283e+02,3.195825751002843731e+02
-4.279460114003966709e+01,2.583859798346437628e+02,-1.061333259844865182e+02,-4.864581245537964946e+02,-2.726496132227189264e+02,3.656074268823189755e+02,5.169762103489761174e+00,2.684320824650496888e+02,-5.844074528550072500e+02,-7.020384309694998137e+02,-5.490839274313876786e+02,-5.291191109160586166e+02,-2.291811977810893666e+02,2.692361944113771415e+02,6.372891613701027609e+02,5.046381820287990649e+02,1.783813321661005489e+02,2.365118917378536025e+02,7.426629010910678517e+02,-2.851664641044672521e+02,-1.454909697522759018e+02,4.414040743916862652e+01,-3.263020369877259554e+02,3.338022012679535351e+02,9.830270125493841533e+02,5.179568027207941583e+01,1.910715768000491437e+02,3.441298419541313933e+02,3.412912816762835746e+02,-4.553712617513257896e+02,-1.627881413672605788e+02,3.691953101344568609e+02
-6.499140120963154743e+01,2.316282542875393062e+02,-1.202208059529065451e+02,-5.315830491040029528e+02,-2.978597810051315378e+02,3.952401737317916854e+02,-5.788732341935304504e+00,2.971354387626149105e+02,-5.822836894923094633e+02,-6.948922959087149138e+02,-5.745283849441988195e+02,-5.437351183134935582e+02,-2.569262483983576431e+02,2.819769358510247912e+02,6.744113967444893660e+02,5.226620180666877786e+02,1.508672069027553277e+02,2.418272540983535350e+02,7.390138518028946919e+02,-3.315768322982071368e+02,-1.068595042242135946e+02,5.094681861576323456e+01,-3.298412838264714537e+02,3.889071859250839793e+02,9.854734451008998803e+02,5.830984481045550183e+01,1.684969030899155484e+02,3.733828397670129675e+02,3.313645314155664892e+02,-4.192703749457330673e+02,-1.678285114470495785e+02,4.177251656004625602e+02
-8.328734053941397519e+01,2.089846080936536055e+02,-1.649631431063381797e+02,-5.812160634276159499e+02,-3.090294993388616831e+02,4.462782951417274830e+02,-2.520685726519200642e+00,3.504016358832523679e+02,-5.260107819355301899e+02,-6.733901802765816456e+02,-5.887720826777325556e+02,-5.645397789252642724e+02,-2.944396890589294458e+02,3.035720697828256220e+02,6.927922634659468031e+02,5.641394013148362774e+02,1.325011463666540408e+02,2.062118729527688856e+02,7.434317408805958394e+02,-3.504592967790421767e+02,-6.820325276810770276e+01,3.987863920395368922e+01,-3.315927909819042156e+02,4.112922724942237664e+02,9.727971059813406782e+02,1.071445453311653750e+02,1.580154247525119899e+02,3.871154471338137455e+02,3.549775871953038973e+02,-4.206851015945689483e+02,-1.429759612679374641e+02,4.413654536902900531e+02
