x0,y0,z0
-7.578895156926606091e+01,-9.794081116567896288e+02,-2.855938063548679793e+02
-8.716699670886941931e+01,-9.806423835546614782e+02,-3.137861696257517679e+02
-8.968117751355798362e+01,-9.732386314285797653e+02,-3.060427612835674722e+02
-9.605515942959468134e+01,-1.016178869885322456e+03,-3.004147668129866702e+02
-7.874493530223269033e+01,-1.010888683703625020e+03,-2.980475861893968386e+02
-6.742525453524729073e+01,-9.933919119716315436e+02,-3.137920119213097792e+02
-1.153216959762130216e+02,-9.996573325148041249e+02,-3.252562186539942104e+02
-7.914257139447769873e+01,-9.928340982156204291e+02,-3.121487119547821294e+02
-1.018534450366750832e+02,-9.906738168138037963e+02,-3.165814318310218596e+02
-9.257382738423154933e+01,-1.003920530235360047e+03,-2.909141654074112466e+02
-9.837583723558773841e+01,-1.000929252522679235e+03,-3.231722943307124751e+02
-9.119980308697377325e+01,-9.664603499421531296e+02,-3.156663263736549538e+02
-8.281165840633019570e+01,-9.861170089170962001e+02,-3.350564080401337037e+02
-1.203157658073972982e+02,-9.730160675404459880e+02,-3.247494802784426042e+02
-1.094551165295930275e+02,-9.708929147010233009e+02,-3.403932587276838149e+02
-1.082968401901695472e+02,-9.349434335776238640e+02,-3.236735004523210364e+02
-9.769517260142093562e+01,-9.630539747449845436e+02,-3.159223646899721416e+02
-9.044609872823581043e+01,-9.342445060118676565e+02,-3.357305093743993325e+02
-1.034590931952350275e+02,-9.365107046108120130e+02,-3.340146894123226389e+02
-9.696120984850260527e+01,-9.270608568302083086e+02,-3.178883595387618470e+02
-9.873323890035757699e+01,-9.108484059685514467e+02,-3.478411633158010545e+02
-8.642929142684917565e+01,-8.978167740151006910e+02,-3.413439288703111743e+02
-9.936080256289079671e+01,-8.777617037099017807e+02,-3.420777621784798157e+02
-8.448889933071929192e+01,-8.670198960060403124e+02,-3.272656150933948993e+02
-9.234678647710869370e+01,-8.706177029300164349e+02,-3.256850341939951932e+02
-1.053944251329312465e+02,-8.511558152582636012e+02,-3.271082395057629242e+02
-8.075467696329907596e+01,-8.556566057283777127e+02,-3.245782920812663974e+02
-9.344356243688741870e+01,-8.421683289566025223e+02,-3.210099033665278512e+02
-9.198734035952350041e+01,-8.263451025205603173e+02,-3.407579791654595169e+02
-8.829490466865368603e+01,-8.094047202410686168e+02,-3.219856646713151349e+02
-9.451633629913301604e+01,-7.771580041139781088e+02,-3.223210751585461367e+02
-7.976296386789174164e+01,-7.663549843944765598e+02,-3.183998315077218990e+02
-9.067277884274497524e+01,-7.508771348246705202e+02,-3.214802973299662199e+02
-7.640841144705875365e+01,-7.234893393071904484e+02,-3.275164453958148556e+02
-9.674648486729051911e+01,-7.274077784053587266e+02,-3.076295867131978525e+02
-9.303235120087943244e+01,-7.110232694325457032e+02,-3.146807934828112820e+02
-8.334928679575072863e+01,-6.834327572858592248e+02,-3.205763743861945159e+02
-9.039317993079012581e+01,-6.710367656653951371e+02,-3.074158476336873491e+02
-8.325394886437446473e+01,-6.451884073114977127e+02,-3.059799406068512440e+02
-8.369261440684103093e+01,-6.625019014180733166e+02,-2.904125247237329290e+02
-6.006354933794371220e+01,-6.088863905662245770e+02,-2.912961098322539897e+02
-5.658638311418653899e+01,-5.999235277609138848e+02,-3.047727293059019189e+02
-4.589749370314547861e+01,-5.875151233997139570e+02,-3.023388628399296181e+02
-5.718290807082590277e+01,-5.534798565251453510e+02,-2.863252246473230684e+02
-6.302059731861267977e+01,-5.381836619322834849e+02,-2.898524155220181342e+02
-6.194683921801678395e+01,-5.146621759437402943e+02,-2.898216970179504415e+02
-5.137248720214842024e+01,-5.017502124058503341e+02,-2.699645825874957268e+02
-5.442454505182578828e+01,-4.744206574550815390e+02,-2.905662942081791016e+02
-4.066092662113159406e+01,-4.474723519803675345e+02,-2.711501617837011509e+02
-5.516008455424958612e+01,-4.281230287151104790e+02,-2.873460829992368417e+02
-4.509980253699143304e+01,-4.016258905141224886e+02,-2.747669392415078846e+02
-2.665701050649264658e+01,-3.938701323316566913e+02,-2.755659868128818744e+02
-2.352204514214404441e+01,-3.823504229072009934e+02,-2.756715603282106599e+02
-1.553623384123946494e+01,-3.495133078674474518e+02,-2.679050126925613426e+02
-2.194381648523663131e+01,-3.334355043257623379e+02,-2.613129580308104210e+02
-4.286169292253451601e+01,-3.032035920213090208e+02,-2.680341621061469937e+02
-1.225930626507283172e+01,-3.034168113680997863e+02,-2.422013980757253648e+02
-3.635353366025348976e+01,-2.852877932046321234e+02,-2.498450453833879976e+02
-2.908364856322624803e+01,-2.658391772696656972e+02,-2.311691995208042556e+02
-1.069993913710406019e+01,-2.265900803946552742e+02,-2.519441128021177008e+02
-9.351055758708138654e+00,-2.004472702685251022e+02,-2.420435628869209097e+02
-9.857041421209813414e-01,-1.851517694535877183e+02,-2.469301376921692679e+02
-1.006598028038651726e+00,-1.716952791671147907e+02,-2.242157170462732552e+02
1.064120663849836745e+01,-1.511654820670693482e+02,-2.242293160769666827e+02
7.995575979526585719e+00,-1.174285688825192295e+02,-2.208215563253069433e+02
4.388693541058671599e+00,-1.092509383585395710e+02,-2.256058655183190069e+02
1.917713908365751152e+01,-6.807774846863850371e+01,-2.246282333548583665e+02
3.342048961752907843e+01,-5.786851627468903558e+01,-2.120990234432482566e+02
2.676739803026956821e+01,-2.812425822099408279e+01,-2.138125451503708518e+02
5.319445447765560431e+01,-1.260740751586550346e+01,-2.141736455055431065e+02
3.323666421871529053e+01,3.186322960179012398e+01,-2.256431000920470922e+02
4.639246848470622808e+01,2.143035310655141501e+01,-1.982212491163263053e+02
3.798655365367360304e+01,4.852025304420785545e+01,-2.262543213346994833e+02
5.320113402408959757e+01,8.504989072745983947e+01,-2.192219437312357684e+02
5.247618659521753415e+01,1.027445094908196950e+02,-1.987706561212772840e+02
4.762607646072567036e+01,1.261541379874333728e+02,-2.038398779146789082e+02
6.602363814055887303e+01,1.320954677483059072e+02,-2.056753900628159499e+02
7.796363397477028911e+01,1.794216476367972177e+02,-1.876113428215874990e+02
8.217286136167319910e+01,1.810471514070136152e+02,-1.942565653175736600e+02
9.987312766417332455e+01,1.995246550172276727e+02,-1.951241655526088437e+02
9.800050593744070682e+01,2.230890218773157017e+02,-1.914482210203278498e+02
8.996630532301627170e+01,2.656648616701930905e+02,-1.763318194693026442e+02
9.762592172134398538e+01,2.526153887646734688e+02,-1.823647199286751572e+02
1.048362051845001872e+02,2.971245712316309664e+02,-1.710401963558451541e+02
1.013165273798299353e+02,3.224677784694421803e+02,-1.798843037263636120e+02
1.220358066317798347e+02,3.258631961350220081e+02,-1.806855344222779252e+02
1.212393719539714283e+02,3.435882016220658670e+02,-1.786361323301332220e+02
1.120784644563527905e+02,3.515244416618824630e+02,-1.813006825245519167e+02
1.268472205431104953e+02,3.770489102162508175e+02,-1.746017537359475966e+02
1.366753029621695248e+02,4.169652196142544653e+02,-1.700260426478126874e+02
1.347935286704112912e+02,4.269183270048556551e+02,-1.694164806461986643e+02
1.299059265932618246e+02,4.413609364113580682e+02,-1.591064390573438629e+02
1.573635942381635857e+02,4.650703350356401984e+02,-1.736033200612952214e+02
1.414848215696326292e+02,4.845534679908948874e+02,-1.636176498356203126e+02
1.498222712836058008e+02,4.703901319073096943e+02,-1.772841124476259438e+02
1.662260047814922075e+02,5.271544223224859707e+02,-1.717647753692755543e+02
1.714862079522156932e+02,5.144435806896636905e+02,-1.821546704810890560e+02
1.748953108488957469e+02,5.462787652584007674e+02,-1.830682244787526827e+02
2.026146058416545088e+02,5.598321794162261540e+02,-1.760500119635291298e+02
2.076352566884170869e+02,5.626751681674012389e+02,-1.830332231948256947e+02
2.050139026965245250e+02,5.704950534899031709e+02,-1.930922293355039301e+02
2.092418297535202498e+02,6.025367662779124203e+02,-1.640538790071666710e+02
2.201804025948308094e+02,5.895801643731547301e+02,-1.856683118117260562e+02
2.256711049439423675e+02,6.245837470724676450e+02,-1.663573372758630171e+02
2.167521390669042205e+02,6.351762256333910273e+02,-1.730233154950886103e+02
2.446934651938419165e+02,6.517868313249152834e+02,-1.810093896524625450e+02
2.486688412069553920e+02,6.735939873264744620e+02,-1.809622174456725077e+02
2.624780889796292058e+02,6.629710279519697451e+02,-1.867785841459617018e+02
2.480591996991688006e+02,6.909992357991590097e+02,-1.934179131819313113e+02
2.746966131590016857e+02,6.879790931802565410e+02,-1.874090966612974967e+02
2.550730238326193557e+02,7.038201032468615495e+02,-1.896623285994037929e+02
2.750202934238806165e+02,7.041086093519037377e+02,-1.880689695607877070e+02
2.747497084945487700e+02,7.164488876292856503e+02,-1.894179905956676748e+02
2.892118059993867405e+02,7.277680986910313550e+02,-1.976057795791101341e+02
3.019291931206623758e+02,7.264283788929947150e+02,-2.000446137027685154e+02
2.919661821226934535e+02,7.517989276271686094e+02,-2.065175978930688814e+02
3.127114667273760347e+02,7.301612486366944950e+02,-1.989668373274209898e+02
3.203089899872034039e+02,7.505570216007200770e+02,-1.948732752050361228e+02
3.242086358163201680e+02,7.582349964979450760e+02,-1.879260401761625019e+02
3.106176121037914868e+02,7.688339469633414183e+02,-2.019776813959284425e+02
3.053428084899951500e+02,7.422161527899080511e+02,-2.131566281867710018e+02
3.190247363434212957e+02,7.259855348145418930e+02,-1.948109637301055841e+02
2.943909915463182188e+02,7.247410620136265607e+02,-1.975763372679061263e+02
3.083990561173589526e+02,7.114767702638159790e+02,-1.914975529779323153e+02
3.110533306769701767e+02,7.119586142147200007e+02,-1.875448101131448482e+02
3.171091987058675841e+02,7.065254962163540995e+02,-1.877108011875905902e+02
3.273145684467310161e+02,7.134198095398616033e+02,-1.918248727105318210e+02
3.380817836180365248e+02,6.847316061066709381e+02,-1.634605111341771249e+02
3.176767326368807289e+02,6.910533396483833712e+02,-1.703165308072885011e+02
3.135511340297387051e+02,6.752917000112340702e+02,-1.581967111135732864e+02
3.131840792945279190e+02,6.532359846672121648e+02,-1.518818784461365112e+02
3.007962925624638615e+02,6.597393305695267145e+02,-1.534152041392646311e+02
3.324637635002757179e+02,6.450567772905366155e+02,-1.591701294858575864e+02
3.059347733516422636e+02,6.130741592804121183e+02,-1.402062762825921425e+02
3.377594562364285480e+02,6.158820489365505182e+02,-1.316935768916654581e+02
3.076001483933713416e+02,5.980597600380609720e+02,-1.139796719472867181e+02
3.168357645737170287e+02,5.778757734992307178e+02,-1.434199330339621099e+02
2.975898772239515324e+02,5.573606015213828186e+02,-1.149428690885357582e+02
2.949817587685583362e+02,5.298348043918517760e+02,-1.082508355665359971e+02
3.011576068567707694e+02,5.406141460189165855e+02,-7.961594891527718687e+01
2.851531106746461433e+02,4.831345646892294781e+02,-8.504160478587692751e+01
2.932172843156441218e+02,4.638833921426786446e+02,-8.742601746310364774e+01
2.969889562358760600e+02,4.521133641242590784e+02,-6.877669200937276628e+01
2.968932468418948929e+02,4.465973538034494936e+02,-7.110859738757596915e+01
2.830140176047013938e+02,4.100235371265120534e+02,-6.699517421630693548e+01
2.824938259064535941e+02,4.029804139551456501e+02,-5.359828347917137137e+01
2.611734659091360413e+02,3.763081819682050764e+02,-6.057634697129329027e+01
2.740877159095409752e+02,3.364156639755115066e+02,-4.323239459499306037e+01
2.749315991070587302e+02,3.247401400220891219e+02,-3.212962280027468864e+01
2.669582705606938475e+02,3.081704077535957822e+02,-2.171784008850327297e+01
2.444324944583058254e+02,2.913491924196733294e+02,-6.597353073587051142e+00
2.586211818027840081e+02,2.514500459585436545e+02,2.106926027071185814e+00
2.557536874816694876e+02,2.175354767351371947e+02,6.787803620233485269e+00
2.539103036285675614e+02,2.058051096935256226e+02,-1.958555682561469169e+00
2.337049437316521505e+02,1.798746836691449289e+02,3.229681802878101138e+01
2.214270899491347109e+02,1.772768734006799036e+02,3.442449696225655487e+01
2.152718835280069811e+02,1.339435803349626326e+02,2.807113917388475244e+01
2.187235426043654627e+02,1.080906365480076516e+02,4.790495282260777543e+01
2.267639101809585327e+02,6.456794298501857554e+01,5.100875059485262852e+01
2.089334274296330705e+02,4.880645818275277747e+01,6.244107839485604217e+01
2.017482634039373011e+02,1.573913090837785234e+01,8.873439619403890788e+01
2.154037098376944073e+02,-1.077537312365405953e+01,7.469927431412439489e+01
1.853728200624186968e+02,-3.900404055505849499e+01,8.652583809749940258e+01
1.994609156577025715e+02,-3.918641206153077405e+01,9.567551806478665810e+01
1.759596248144477215e+02,-7.624477859478746211e+01,1.205974301988235169e+02
1.717598049181983981e+02,-9.758152913660526906e+01,1.383696586236106043e+02
1.794760652664749614e+02,-1.296936363913004584e+02,1.319740368289223795e+02
1.750453327646146136e+02,-1.516897243967820543e+02,1.471612242754550834e+02
1.643767795457120542e+02,-1.806435501647299304e+02,1.643879381496154508e+02
1.506774609931650275e+02,-2.107765812023346257e+02,1.711709952534388037e+02
1.610971781721774789e+02,-2.221781549145003964e+02,1.788076210489757329e+02
1.218638955655829221e+02,-2.524930257034361034e+02,1.684491498930285047e+02
1.643619498761486284e+02,-2.944938876100391099e+02,2.044513338626613859e+02
1.443892762490372093e+02,-2.893253702235691094e+02,2.186552156287176842e+02
1.310495836855864127e+02,-3.207398568325438646e+02,2.267896151879743059e+02
1.285169600321772805e+02,-3.575950679694576024e+02,2.122589469144292025e+02
1.192293433946736911e+02,-3.742079133591662412e+02,2.371940450057978467e+02
1.290270516524516609e+02,-4.128071502983639220e+02,2.610183556431566672e+02
1.008186309126774916e+02,-4.374060745641826884e+02,2.543074738115618629e+02
1.096190810516325485e+02,-4.530918543870848225e+02,2.617056542545427646e+02
1.020092942277782981e+02,-4.799560360470587170e+02,2.577570719762514386e+02
1.008589819191487749e+02,-4.668230462863763250e+02,2.944387310691416246e+02
9.155220394799638939e+01,-4.940067496176839086e+02,2.964877049429561566e+02
1.020081601666173725e+02,-5.307742277594799134e+02,3.078190471984200371e+02
8.015815352433145335e+01,-5.480233970833696731e+02,3.141992703771833249e+02
1.000846950196583975e+02,-5.463723474278868935e+02,3.200556061897795530e+02
8.433155950723980254e+01,-5.838029000952523120e+02,3.229764464506454829e+02
8.885104660870533166e+01,-6.152723717031152546e+02,3.264019854360093404e+02
9.516956936019896318e+01,-6.361844036984412014e+02,3.301563452366959837e+02
7.923326418880424171e+01,-6.346142603663018917e+02,3.472461344998121717e+02
9.244931510495212024e+01,-6.507888304181811918e+02,3.694472183284210587e+02
8.016575497500005554e+01,-6.662345663132280151e+02,3.712918377010569770e+02
7.306479148512875099e+01,-6.765857384122136864e+02,3.780690883502378483e+02
5.984262608751453172e+01,-7.143933909350137128e+02,3.643440661303886259e+02
8.243016907045711150e+01,-7.153590236245553342e+02,3.889863232041951733e+02
7.338596689516538163e+01,-7.209901822017150153e+02,3.841747853706519891e+02
7.796427695241339961e+01,-7.385850368045133791e+02,4.149513749077609646e+02
5.298301257324392566e+01,-7.490474367600810410e+02,4.092086072499239435e+02
6.375245378571221266e+01,-7.540787813930517132e+02,4.102188524259860856e+02
7.037813312289341638e+01,-7.558349914087126535e+02,4.215201536932328281e+02
5.412043458144931662e+01,-7.604967125510663664e+02,4.263791594746390388e+02
6.185780703584477891e+01,-7.623442680523685340e+02,4.329328080156763576e+02
6.718318213623504676e+01,-7.759416223755606552e+02,4.354346275352102111e+02
5.589835378183445869e+01,-7.985161007969230695e+02,4.274335520283095775e+02
9.089956316589348262e+01,-7.789991784260589611e+02,4.349720377559723374e+02
6.795147274511492697e+01,-7.750240481155092311e+02,4.573896143543374251e+02
6.742478376738060319e+01,-7.897863286630308721e+02,4.524882028605854885e+02
8.001762109912493770e+01,-7.904225034950403597e+02,4.453037981771432783e+02
6.937311221217093760e+01,-7.777137237459651260e+02,4.424947223156596579e+02
8.943232658358272147e+01,-7.785731865729115952e+02,4.438694047442648412e+02
9.372431457129312093e+01,-7.766493098865720413e+02,4.711554745688926005e+02
1.138213391475393905e+02,-7.739571508340515038e+02,4.556821258854775465e+02
1.156393568229775894e+02,-7.609099269263988390e+02,4.515469386603706994e+02
1.140149014045278903e+02,-7.596762425912071421e+02,4.653309578406197033e+02
1.080755489275277199e+02,-7.458051175184705244e+02,4.664931492554020451e+02
1.123632294268440859e+02,-7.536242544974685416e+02,4.630579933863060091e+02
1.281398742655360365e+02,-7.237515437629208463e+02,4.606056853313088482e+02
1.435654017410497545e+02,-7.232074243584402211e+02,4.678897492315426234e+02
1.236080359546209593e+02,-7.401040756153025768e+02,4.866089551853771127e+02
1.591450021427353931e+02,-7.056862760437094266e+02,4.721644485726108087e+02
1.511499074247005865e+02,-6.997701038944701395e+02,4.871022076293727423e+02
1.559519913326259086e+02,-7.101996641059220110e+02,4.588508724753981483e+02
1.451271903359642579e+02,-6.848096038237716812e+02,4.675869213521622783e+02
1.654238753917785800e+02,-6.784142675953975186e+02,4.630574658309960796e+02
2.012262489006250803e+02,-6.637161614474737235e+02,4.541030151233416063e+02
1.819710348392323453e+02,-6.614987512835660937e+02,4.700561855313759452e+02
1.898487856974211923e+02,-6.591142245012869125e+02,4.666655486747696955e+02
1.929130037562592008e+02,-6.590662521338044826e+02,4.670630414434145337e+02
2.225555192854974393e+02,-6.349301860716003603e+02,4.643173259993689044e+02
2.195703298106091950e+02,-6.239791736154561477e+02,4.564768107485866153e+02
2.465421771094230508e+02,-6.172796814238324714e+02,4.442912048686817457e+02
2.488470963745031099e+02,-6.029302168462422742e+02,4.637932665391552973e+02
2.353812371637560830e+02,-6.139078951259801897e+02,4.641019105702793013e+02
2.679325718430255279e+02,-5.725614122880384684e+02,4.644964147408820168e+02
2.648192067524882987e+02,-5.697285694392995765e+02,4.643203765478824607e+02
2.799982911435924962e+02,-5.661771256649492443e+02,4.525428580543294856e+02
2.909938693856664713e+02,-5.281970519529954800e+02,4.700241227250759266e+02
3.032972958270165691e+02,-5.483187867438314242e+02,4.827137172819007560e+02
3.078426863197990997e+02,-5.265921411595279551e+02,4.686559232298159259e+02
3.139762000612900579e+02,-5.287304388044159396e+02,4.666156450384119694e+02
3.344246594118087614e+02,-5.041270490678921306e+02,4.678097776097684459e+02
3.337608485232647126e+02,-4.994079803428579112e+02,4.763350786471182232e+02
3.392585187449611794e+02,-4.783309268279234061e+02,4.642864140676227862e+02
3.606245760180861453e+02,-4.612474622415438716e+02,4.499921475329788905e+02
3.924427686713576691e+02,-4.597626100747185092e+02,4.672547881434480246e+02
3.758990811957079359e+02,-4.497293528428489822e+02,4.563931378471655194e+02
3.949264038443109825e+02,-4.150521354617289376e+02,4.686922892670027068e+02
4.042061098008820750e+02,-4.014609290016190357e+02,4.540122363320645604e+02
4.060632007650109472e+02,-3.882023154056117846e+02,4.395935244839467373e+02
4.309061433857915517e+02,-3.810277932220824937e+02,4.576263736969795559e+02
4.314875980395043484e+02,-3.792428638081169652e+02,4.449296327521998933e+02
4.518777481718495892e+02,-3.399903621298705616e+02,4.630767579905398179e+02
4.628116431571557428e+02,-3.366346105761806484e+02,4.349384128700054930e+02
4.584342892298640777e+02,-3.252472420865718732e+02,4.494389299970920888e+02
4.784814766614700261e+02,-3.096272492376568835e+02,4.390574322830731830e+02
4.857084027682670353e+02,-2.938823228493301372e+02,4.449327322638475266e+02
4.987992281605652352e+02,-2.703663521445101878e+02,4.346693348772257650e+02
5.264436773352955470e+02,-2.657967339191268366e+02,4.444542610034745849e+02
5.301055489093415645e+02,-2.347475772008817216e+02,4.501686990614243200e+02
5.315826507633690881e+02,-2.341862216310154565e+02,4.255425691276264502e+02
5.658552570753635109e+02,-2.092538394367599892e+02,4.477995371779772427e+02
5.546874969982268340e+02,-2.092428395401564956e+02,4.336660912576739975e+02
5.547812506022817161e+02,-1.958263442032004775e+02,4.255887038677414012e+02
5.705423764350740612e+02,-1.574346213397043925e+02,4.398289607796239693e+02
5.766589312760056600e+02,-1.683841620242021406e+02,4.430488842539916732e+02
5.830918604168313095e+02,-1.691722179226285618e+02,4.258748796274203983e+02
6.021227220318381796e+02,-1.429190597809425185e+02,4.150531831975353043e+02
5.935301824867013920e+02,-1.346464243269218741e+02,4.371454805436033553e+02
6.330703717770632011e+02,-9.245080038167439795e+01,4.173449091831441251e+02
6.250200023222532764e+02,-9.059852485765590302e+01,4.289141006376287919e+02
6.379300958553004648e+02,-8.137666551623438238e+01,4.201596892722895404e+02
6.518367188471274858e+02,-5.710160576291031731e+01,4.278022410968665099e+02
6.454888179957281409e+02,-5.568655669639510108e+01,4.280174732576971337e+02
6.587189783125949134e+02,-4.148715163958743091e+01,4.118470625028714380e+02
6.888186718172109977e+02,-2.083080043376689972e+01,4.127127676758673260e+02
6.982085528545889019e+02,-5.502863263579136799e+00,4.255689319191169488e+02
7.058867831833661057e+02,2.110449418118185250e+01,4.151412816952701519e+02
7.084992040186994018e+02,3.788606158828521586e+00,4.032876091773683243e+02
7.186469425908177300e+02,3.038056779590372969e+01,4.024933369513275920e+02
7.162282333411479840e+02,4.941239592473825581e+01,3.791234316758840919e+02
7.250035678743721519e+02,8.055511230164128733e+01,4.038645479362836568e+02
7.173642010218410405e+02,5.774819768675405385e+01,3.941072527153019678e+02
7.223584582945054535e+02,9.307487689599011560e+01,4.158496258950896731e+02
7.258363059515507985e+02,1.062463293739054251e+02,4.066120654160127401e+02
