x0,y0
-4.137201187646460312e+02,-3.218175409048207030e+02
-4.007590513533075978e+02,-2.942075026100712876e+02
-3.791437838921990533e+02,-2.859009834471477234e+02
-4.087871476595461218e+02,-2.673090491270082794e+02
-4.058009234401058620e+02,-2.712190503611694794e+02
-3.948748647753824912e+02,-2.391830477837428930e+02
-3.782809978394967629e+02,-2.291526393746779320e+02
-3.861878030747047887e+02,-2.100743800026689030e+02
-3.868240598046012906e+02,-1.937795001385973421e+02
-3.852586446835807692e+02,-1.836359824476077449e+02
-3.748941786549669928e+02,-1.619865713057153300e+02
-3.534502757270795996e+02,-1.733994113730794027e+02
-3.585543481948539579e+02,-1.368796348630611703e+02
-3.634867348321618010e+02,-1.147673315644087211e+02
-3.652460612408344218e+02,-1.033837054289111563e+02
-3.542356908944689735e+02,-9.768263217987056635e+01
-3.452334904103570352e+02,-8.453634322550921354e+01
-3.470050276117000863e+02,-8.617766580678951982e+01
-3.442138326859204085e+02,-7.735492443849548749e+01
-3.371728465621001192e+02,-8.260388254145212272e+01
-3.556675198701918248e+02,-6.667967937862761119e+01
-3.261333595440044064e+02,-5.139605908735755690e+01
-3.131688546156510142e+02,-4.061394881263559142e+01
-3.384360683366834905e+02,-2.130734648552209620e+01
-3.167750743697512803e+02,-1.954320122184309483e+01
-3.219855265894485683e+02,-1.829372019359255574e+01
-3.114277164330444521e+02,1.800876676888017158e+01
-3.114490561621674942e+02,1.193423685930957490e+01
-3.250598033507282594e+02,1.887906773595711485e+01
-2.978726802228490556e+02,1.768531597770806485e+01
-3.049319656725563732e+02,2.530590800363996706e+01
-3.059465472729350495e+02,3.681213436037382536e+01
-2.988758845026357562e+02,2.234501364739594109e+01
-2.925029843276241763e+02,4.597160583245448606e+01
-3.015568807862275094e+02,4.108957424375352474e+01
-2.894041542110791170e+02,3.929320584761989466e+01
-2.798346475947233216e+02,5.909939007666758215e+01
-2.677293787066001869e+02,5.071581297261492693e+01
-2.682324551615342898e+02,4.312496997694908885e+01
-2.660849323653758915e+02,5.109908131360666061e+01
-2.985732287129172278e+02,5.925648563278939207e+01
-2.725173760605298980e+02,4.648275557522634216e+01
-2.498148471211286505e+02,3.858429090040216636e+01
-2.603775553805897971e+02,4.484736043411746209e+01
-2.580187545270918577e+02,3.956307564845111102e+01
-2.623126643982689643e+02,4.831905773626151301e+01
-2.469546816467024826e+02,4.283629829427737690e+01
-2.442123659980472894e+02,2.509821140744380585e+01
-2.420738419601848648e+02,2.405497006676158733e+01
-2.374032129507495483e+02,1.644762958154083421e+01
-2.443520427961704797e+02,1.551096872168233176e+01
-2.550306982797129933e+02,2.726529382527185419e+01
-2.322331516326025564e+02,1.841583325634627855e+01
-2.503925508627277168e+02,9.430138082210476114e+00
-2.426044952750765447e+02,-5.506850582394380744e+00
-2.156091491537099785e+02,-3.530737455762156252e+00
-2.268492883264081001e+02,-3.630802921834579422e-01
-2.266939024253727553e+02,-3.494810649971752170e+00
-2.284510375966833635e+02,-1.823785727713847393e+01
-2.185245043255451378e+02,-4.131983373643134172e+01
-2.149083909700522668e+02,-2.169512917331248403e+01
-2.276487664742048764e+02,-3.958444220542841663e+01
-2.132420597665361583e+02,-4.369330547401503395e+01
-2.099654510735627184e+02,-4.328350610069504256e+01
-1.993826675231464378e+02,-5.872512301023184023e+01
-2.093523682363977230e+02,-5.705168385780190476e+01
-2.109709197374804432e+02,-7.481597499629138781e+01
-2.167294736849297294e+02,-7.179114755778442714e+01
-1.996431121052645778e+02,-8.434675043979540021e+01
-2.011016611449084621e+02,-6.833181592182475583e+01
-2.125691376633766367e+02,-7.188587286535867804e+01
-2.085188418997114752e+02,-9.006310581195548082e+01
-2.047452682996722615e+02,-7.413203646909886402e+01
-2.137771607829893412e+02,-7.481444625361078238e+01
-1.877520909718654707e+02,-1.014126177994572373e+02
-1.961535626584399097e+02,-1.083400877143242838e+02
-1.822648748669561201e+02,-1.010054642187243275e+02
-1.767531719350216974e+02,-1.200633123242204618e+02
-1.953501163004124805e+02,-1.004445385938321920e+02
-1.927208283511625382e+02,-1.110461250169372960e+02
-1.921459759555099538e+02,-1.150740588028018436e+02
-2.023644695373664320e+02,-1.280223169460551844e+02
-1.923077428987843973e+02,-1.158158893438270951e+02
-1.743547500623559756e+02,-1.312794611440321262e+02
-2.002769822936149069e+02,-1.366102438901164930e+02
-1.778344383211213540e+02,-1.424930365864362898e+02
-1.828219401399606454e+02,-1.355903495259335898e+02
-1.944634853967817776e+02,-1.492998183737659303e+02
-1.580802836035184100e+02,-1.422011852996432140e+02
-1.682244023849113432e+02,-1.356200148673558203e+02
-1.661144619913347924e+02,-1.340049317516728706e+02
-1.833622849570759001e+02,-1.223051803588047051e+02
-1.701942199830140225e+02,-1.505703742623747985e+02
-1.734233965533033768e+02,-1.636163582538224546e+02
-1.476267603789130476e+02,-1.639775367620233624e+02
-1.734531608844614539e+02,-1.806666334587208667e+02
-1.859347808106283537e+02,-1.814512867880809210e+02
-1.846805512921627042e+02,-1.643797075463922397e+02
-1.656067507767644997e+02,-1.722584071215119366e+02
-1.632129045734555461e+02,-1.829367748463678538e+02
-1.819514484662097686e+02,-1.685064368661571734e+02
-1.697374403154136360e+02,-1.685106496187803771e+02
-1.537522108433820165e+02,-1.644030430625697363e+02
-1.727867427310295056e+02,-1.743389733028455453e+02
-1.645946616805404688e+02,-1.829432347257363460e+02
-1.564931636169577587e+02,-1.799543450720623810e+02
-1.458438603622599032e+02,-1.869243782609155176e+02
-1.600711440197200659e+02,-1.831730977634336739e+02
-1.747636235417485011e+02,-1.732349379464509695e+02
-1.566083751203975112e+02,-1.608495318061245882e+02
-1.515157997590300454e+02,-1.931964832590979881e+02
-1.587493008874321561e+02,-1.720997358554805317e+02
-1.568555695464133350e+02,-1.738433305753165996e+02
-1.475592558425735774e+02,-1.871778697157314468e+02
-1.429528715075912260e+02,-1.762967005135103591e+02
-1.460744669630887529e+02,-1.899605319777164141e+02
-1.385874615388299276e+02,-1.803322622565112283e+02
-1.377573504504091204e+02,-1.694112019007513084e+02
-1.334906207162964904e+02,-1.685981469963373343e+02
-1.417116215316587216e+02,-1.662809740932637510e+02
-1.221022454407471400e+02,-1.647859381814752453e+02
-1.228753842908690501e+02,-1.611291016715602495e+02
-1.269726560236557589e+02,-1.732821562713681942e+02
-1.234534179134909380e+02,-1.704119226268274474e+02
-1.168238777044441576e+02,-1.770965163379795797e+02
-9.287259816356329623e+01,-1.743537379747209854e+02
-1.139135360413522733e+02,-1.411941154105151384e+02
-1.127672489258007857e+02,-1.845346209203313208e+02
-8.714566229116974228e+01,-1.514521446827488091e+02
-8.672025459244727585e+01,-1.575660809715101323e+02
-1.005884128336701622e+02,-1.608073597961425492e+02
-8.465424906149681306e+01,-1.511833454826354455e+02
-8.912292262728668391e+01,-1.425166483606394650e+02
-7.842977193282067105e+01,-1.297768192965589549e+02
-6.512345234720967824e+01,-1.470216750439623752e+02
-7.306063571012916213e+01,-1.327867502090107905e+02
-6.826475482061346156e+01,-1.353026480683979855e+02
-7.724359689860537515e+01,-1.178623711898675737e+02
-6.965391542244636014e+01,-1.182873074622824134e+02
-6.664443342634109513e+01,-1.065040276200804072e+02
-4.653730132073488335e+01,-9.135018139882218691e+01
-6.414394026593130604e+01,-9.707938968119026413e+01
-2.219501831184977902e+01,-9.734554645336319822e+01
-2.820182188560539771e+01,-8.296897590166339853e+01
-2.540172314155002553e+01,-9.201730441745459643e+01
-7.470093620976278714e+00,-6.177442081834043819e+01
-4.460818265671111504e+00,-8.195672868643897857e+01
-1.551031924859417721e+01,-6.008886629435996696e+01
2.338505166734729634e+00,-4.474141683749130038e+01
-2.719946778190980297e+00,-3.812555370613452510e+01
2.354018942829400274e+01,-2.965192438519218854e+01
1.182612248648594999e+01,-4.578224843486962925e+01
-1.674259499196832479e+00,-2.639535518477663345e+01
1.216733470544082785e+01,-3.039660983122262294e+01
3.770537137318933674e+01,-2.390401138493814415e+01
2.147358282262042550e+01,-3.955235054975081255e+01
2.633336432173879871e+01,-2.781996873652378000e+01
3.899804701926371564e+01,-8.638597496977748591e+00
3.415569262942759821e+01,-2.112006187229506082e+01
1.668761104124698491e+01,-3.510853718423830117e+01
2.483173512294268193e+01,-2.907574203918474254e+01
2.752862242367701384e+01,-2.023165710369724835e+01
3.819995724837575324e+01,-2.588475547469272442e+00
4.390206018760837736e+01,-3.810076739674391888e+01
4.176494748803214918e+01,-2.691820089856769016e+01
3.894195597781599361e+01,-2.225420170461854852e+01
3.595248850757152326e+01,-6.130560397590024024e+00
3.278488275997393941e+01,-2.397819012249935255e+01
3.519034068508489099e+00,-5.261889252648327187e+01
1.764150789791986185e+01,-4.904286603920021292e+01
1.035802397801494124e+01,-5.425921060672885687e+01
2.820243850030399102e+01,-4.942971789583506137e+01
3.219555528204232075e+01,-7.287243005507033899e+01
1.462173732496319367e+01,-6.879085708683292921e+01
-6.947050054148826703e+00,-6.638479115857997215e+01
-2.689409287268181004e+01,-1.002800558730353515e+02
-1.709766012734841922e+01,-1.007865971865019930e+02
-9.637019140669938366e+00,-8.030929541156984897e+01
-4.525066855086699036e+00,-1.118386518223899913e+02
-2.025861163307116897e+01,-9.711425451968818834e+01
-2.629568874357829245e+01,-1.115347880064782942e+02
-2.137198117687115584e+01,-1.559201693559208479e+02
-3.367597377636119660e+01,-1.521619613116695007e+02
-3.281988079474962205e+01,-1.736770498995784067e+02
-4.337322362395930497e+01,-1.786302283737674941e+02
-5.127674363807393831e+01,-1.960898237967430191e+02
-7.000899541356685063e+01,-1.951976478393689263e+02
-6.223591226343334881e+01,-2.019964310119804622e+02
-7.853851328468425663e+01,-2.145917604056094206e+02
-9.166030502487529930e+01,-2.205909100001191234e+02
-9.383409600835425124e+01,-2.320042122082690526e+02
-9.686623766874990338e+01,-2.546044357938716587e+02
-9.321165647819672984e+01,-2.604695073221976713e+02
-1.077916820687219399e+02,-2.782672270474283209e+02
-1.020785479472389596e+02,-2.865142823660467570e+02
-1.392312318842601258e+02,-3.028311446968378391e+02
-1.267914327134614041e+02,-3.259292572605233431e+02
-1.408351609143066696e+02,-3.322558157982799685e+02
-1.534884678787616394e+02,-3.336438366607060289e+02
-1.573090049565830668e+02,-3.648901003014059370e+02
-1.579778223957846421e+02,-3.522922619180023389e+02
-1.728158261663109556e+02,-3.914819308972820409e+02
-1.743750272840924822e+02,-4.017501659810343426e+02
-1.838022018693904158e+02,-4.125655836442903137e+02
-1.916861638177990983e+02,-4.169937717281274558e+02
-2.136644155308557913e+02,-4.342177920139953358e+02
-2.217745421629670943e+02,-4.690354618706140286e+02
-2.255416196154668853e+02,-4.671767990838483797e+02
-2.473969887003933934e+02,-4.918462507117127416e+02
-2.282717457796427141e+02,-4.973286248097257385e+02
-2.267063340712689694e+02,-5.134848936933652794e+02
-2.502525581175963509e+02,-5.364128791640146119e+02
-2.606940726503689802e+02,-5.533351118690319481e+02
-2.641868080390705131e+02,-5.421894356975017217e+02
-2.801121896181508077e+02,-5.829163941089652781e+02
-3.057937193121480277e+02,-6.007296998188531916e+02
-2.916190961461511506e+02,-5.878935021683753348e+02
-3.131721175589609061e+02,-6.186685074298653717e+02
-3.210063690596923038e+02,-6.305045508362558166e+02
-3.307065504291209095e+02,-6.503795526389289989e+02
-3.378540789591532985e+02,-6.720295819113920288e+02
-3.515484972996771376e+02,-6.657306401335433748e+02
-3.417045196349933462e+02,-6.888364231646720555e+02
-3.385464474038674894e+02,-7.047096281832549494e+02
-3.685116188098584757e+02,-7.111468818672879024e+02
-3.848941450292782065e+02,-7.300706445009398067e+02
-3.690890727296485920e+02,-7.504806325992406073e+02
-3.833948420084566351e+02,-7.539340247796258154e+02
-4.020097599571516298e+02,-7.780687489582344369e+02
-3.917454362063862163e+02,-7.755486672788018723e+02
-4.141164226866197851e+02,-7.871374162410628514e+02
-4.106320330429072101e+02,-8.100252708355544655e+02
-4.057106351309231513e+02,-8.086106023914416028e+02
-4.324944823292433966e+02,-8.360975064644574104e+02
-4.209075823827228078e+02,-8.386578803215916196e+02
-4.281954708802558685e+02,-8.530208187796409902e+02
-4.424306194408400188e+02,-8.655711035364563486e+02
-4.372030120184562065e+02,-8.949077502615607500e+02
-4.354049354083879280e+02,-8.907822631912453062e+02
-4.454296453794456738e+02,-9.056825598731032869e+02
-4.655140379066887704e+02,-9.048999346118829408e+02
-4.628088429757413564e+02,-9.205107445044824317e+02
-4.757790090825853895e+02,-9.222773167712543909e+02
-4.669124250116166195e+02,-9.282788336363213375e+02
-4.609256304068705958e+02,-9.514522999079501915e+02
-4.758285680329780121e+02,-9.740701554422948902e+02
-4.799183281122914195e+02,-9.614031711753718810e+02
-4.851631936514980339e+02,-9.821127009627306279e+02
-4.740842800088378794e+02,-9.805105730470640992e+02
-5.068120518505093060e+02,-9.813505204703611753e+02
-4.930602361542557901e+02,-9.837095020722282470e+02
-4.789535769277308646e+02,-9.953664293898056030e+02
-5.008020320542738091e+02,-9.932061232856800643e+02
-4.889527192764690540e+02,-1.004241837671573421e+03
-4.947556714981035384e+02,-9.980973474663177285e+02
-5.121109942906001606e+02,-1.017085890309675619e+03
-5.075438884246343036e+02,-1.009618405296643914e+03
-5.045110803134851949e+02,-1.026619721960331390e+03
-4.987548756057103105e+02,-1.002775535247321613e+03
-5.039989168770554215e+02,-9.890417830402240043e+02
-5.133587734465237418e+02,-9.820224568090087587e+02
-5.359308131240899229e+02,-9.686111657034605287e+02
-5.332188782901238255e+02,-9.662532248923416773e+02
-5.123937216666822678e+02,-9.660712616878666950e+02
-5.370031476282566700e+02,-9.571941778105406229e+02
-5.323833370778095286e+02,-9.391674339828667826e+02
-5.501204285534798828e+02,-9.121435032768422388e+02
-5.296516802933504096e+02,-9.096401872141857439e+02
-5.397084227289298042e+02,-9.135000268611902356e+02
-5.486512531495500298e+02,-8.808461390681393368e+02
-5.454865302126995630e+02,-8.601552699613629329e+02
-5.490348277969653736e+02,-8.402672888531848230e+02
-5.528929196409678752e+02,-8.316236377573693517e+02
-5.538433881528568463e+02,-8.214005117793202544e+02
-5.683053229206724382e+02,-7.934996238845521930e+02
-5.573177326084384049e+02,-7.971687624190155930e+02
-5.570148623432945669e+02,-7.624061631868453333e+02
-5.759676984934251323e+02,-7.448863668119792010e+02
-5.661445586357009461e+02,-7.303750505574367935e+02
-5.615674080780889881e+02,-7.158574975632659516e+02
-5.774162402279185926e+02,-6.882177099634131991e+02
-5.797068198131194094e+02,-6.453189266554807091e+02
-5.760280802752790805e+02,-6.303304752387837198e+02
-5.750765436111187228e+02,-5.977320578058318006e+02
-5.904357834041148863e+02,-6.019093850968446304e+02
-5.969384810442118123e+02,-5.574435933745847933e+02
-5.886328339386557218e+02,-5.407676187835669452e+02
-6.092618457114987223e+02,-5.053191958618555759e+02
-5.990025356092768334e+02,-4.947919076817858013e+02
-5.979258070354587744e+02,-4.517506949475983902e+02
-6.037300178553130081e+02,-4.233712936161661560e+02
-6.165057095822002111e+02,-3.895898499762561187e+02
-5.930167541427965716e+02,-3.617663597126361310e+02
-6.193242699955990247e+02,-3.497957850718734676e+02
-6.163735873886402032e+02,-3.067469802041283060e+02
-6.069785492638568485e+02,-2.811837053457892353e+02
-6.141726834776086434e+02,-2.600252703024468701e+02
-6.268805884701786226e+02,-2.359549958151470435e+02
-6.232545091552440226e+02,-2.032840062169060218e+02
-6.066784754274094666e+02,-1.772653475414691968e+02
-6.159054136645592052e+02,-1.616402362958154129e+02
-6.305102264649854078e+02,-1.219225746364778900e+02
-6.230271051980163293e+02,-1.145416871821908273e+02
-6.138216404332547427e+02,-7.708730917814547468e+01
-6.299997881921958651e+02,-5.885378222884264687e+01
-6.274028908323434734e+02,-2.206477910769676853e+01
-6.191525856443082603e+02,-6.505883823515738129e+00
-6.336154163359680069e+02,2.560446676685209866e+01
-6.387431011677736024e+02,6.748893400412181620e+01
-6.179977288938493984e+02,9.723467314854944732e+01
-6.436222342008601345e+02,1.060373977244166213e+02
-6.332176229043631110e+02,1.696724519062744037e+02
-6.322338359480130521e+02,1.644877587022589864e+02
-6.395046289485367197e+02,2.112233619180028938e+02
-6.296966214268352360e+02,2.278789311338927916e+02
-6.294740449906696540e+02,2.540635225607549614e+02
-6.245968181714505363e+02,2.797499283507925156e+02
-6.220806033944005549e+02,2.952785764955018522e+02
-6.328252532056408199e+02,3.307528340150847725e+02
-6.466466282804899492e+02,3.660375820547757257e+02
-6.388473733289038137e+02,3.848949913386112485e+02
-6.341814799993766201e+02,4.024604439815632873e+02
-6.315291123504757707e+02,4.147593409507227875e+02
-6.299366798064659179e+02,4.637562508355532032e+02
-6.110253934312984256e+02,4.562165444056084311e+02
-6.173204556261688367e+02,4.886821424698434271e+02
-6.173047949567711612e+02,4.982999154135354729e+02
-6.094217834576054429e+02,5.345776818225210718e+02
-6.082385716652795509e+02,5.579990232005850430e+02
-6.115801880111705486e+02,5.876189260348418202e+02
-5.965847377381909382e+02,6.068431525810212861e+02
-5.999858373292228180e+02,6.005163815192943275e+02
-5.897406494122114964e+02,6.421755088352052780e+02
-6.030462277420747341e+02,6.661093268151025768e+02
-6.089341197359887019e+02,6.452671208382491841e+02
-5.783412367867751982e+02,7.008927827825236818e+02
-5.792025380705738371e+02,7.094093004413748531e+02
-5.800050711368047587e+02,7.150743702007322327e+02
-5.889077749989515951e+02,6.979609995624607564e+02
-5.769577604003277429e+02,7.296403469330929283e+02
-5.591093449507208106e+02,7.329673456256550708e+02
-5.712718068365375075e+02,7.489086266416558146e+02
-5.511576308770255537e+02,7.503289527054153041e+02
-5.491453525276062919e+02,7.729637602184182015e+02
-5.751959454414235324e+02,7.742948218918025987e+02
-5.488454217448335157e+02,7.848576709209148703e+02
-5.441690225325395431e+02,7.694229992315274558e+02
-5.361144230865908185e+02,8.089842913315163742e+02
-5.099402824929878761e+02,7.857958544540813364e+02
-5.319941551564338624e+02,7.946207103433514476e+02
-4.992636027093216740e+02,8.092832571434797728e+02
-5.113474198358113654e+02,8.078797570786553024e+02
-4.961887832990972242e+02,7.948977768804497828e+02
-5.087383915841438125e+02,7.726800416446478721e+02
-5.130704713559438233e+02,7.897962886930772584e+02
-5.190586237808687429e+02,7.831344382037973446e+02
-5.054187121004829919e+02,8.057503764725991005e+02
-5.029465262897090838e+02,7.880770813558008285e+02
-4.877810248485607190e+02,7.788480690181435193e+02
-5.066930053395199707e+02,7.642637633251089255e+02
-4.903293507804091291e+02,7.732546188793591000e+02
-5.041363021190381914e+02,7.614945549124511217e+02
-4.878785431743197023e+02,7.514039322989166294e+02
-5.022414464255230655e+02,7.430238024228200402e+02
-4.856153250228366005e+02,7.410143776815889396e+02
-4.969548444844844539e+02,7.245737538537655382e+02
-4.951975558552584857e+02,7.202629496609037005e+02
-5.074521727004663489e+02,6.919270972519292400e+02
-4.980602028062500040e+02,7.027630514625129763e+02
-4.849965913068474492e+02,6.758576034472886249e+02
-4.988875631592196669e+02,6.688175054439195719e+02
-5.077267904765185449e+02,6.507220034207413164e+02
-5.262604420070042579e+02,6.365052195715088601e+02
-5.142448253917029888e+02,6.277506277165683741e+02
-5.262761635079381222e+02,5.978266141865500458e+02
-5.156778111363310018e+02,5.999504555905837151e+02
-5.230152487405939610e+02,5.750923531562710878e+02
-5.074184765201230221e+02,5.665285526239280216e+02
-5.249124602480538897e+02,5.534493694903522965e+02
-5.410799072882236942e+02,5.628913067732337367e+02
-5.301223459051598184e+02,5.241418025309452560e+02
-5.351436413766689384e+02,5.061739758776164990e+02
-5.459344296966836509e+02,4.895917729163828085e+02
-5.621931533656041893e+02,4.440504006268011494e+02
-5.642254359211603969e+02,4.528829397827669823e+02
-5.737497518437003237e+02,4.360674300061912732e+02
-5.718650993795213253e+02,4.252290413545158003e+02
-5.783383918106305828e+02,3.859916435580908001e+02
-5.995301288402936279e+02,3.600498031503187235e+02
-5.857042090699418395e+02,3.574948084685084950e+02
-6.020322067009213924e+02,3.252796282049285423e+02
-6.010977791727171962e+02,3.104855593189780620e+02
-6.192512510416838722e+02,3.125591065072927108e+02
-6.022635388626862323e+02,2.844232884540804207e+02
-6.165656000932988263e+02,2.660368272631838522e+02
-6.317251517900745057e+02,2.345393032160908433e+02
-6.423351389743161235e+02,2.221971215566084084e+02
-6.313306553687943961e+02,2.023709723225116761e+02
-6.446414539298891668e+02,1.777792395494756477e+02
-6.534361272360055182e+02,1.472659314591101349e+02
-6.656342911572045296e+02,1.510835964735957475e+02
-6.518719621187700568e+02,1.331781678535956246e+02
-6.518300037441564427e+02,8.695267801629495352e+01
-6.939237023674630791e+02,6.926451138969721910e+01
-6.803458441778215047e+02,6.900609997792770400e+01
-7.037918165083010535e+02,5.733858400380342601e+01
-6.952157901420821418e+02,3.228544568142199012e+01
-6.929096644883475165e+02,1.266350716966843493e+01
-6.992686793381708412e+02,1.963478141111617248e+01
-7.208455590869094749e+02,-1.736145948867352828e+01
-7.163278187749654080e+02,-3.097325744679029924e+01
-7.224957446444614106e+02,-3.494977366160180310e+01
-7.202539707961200293e+02,-6.430926348666091030e+01
-7.280680902089844722e+02,-9.712511785638386641e+01
-7.336461649607600748e+02,-9.721033130694701185e+01
-7.466909256238628814e+02,-1.200392264065796866e+02
-7.625677025510201474e+02,-1.307174687958993786e+02
-7.405480952293585233e+02,-1.542943944202442310e+02
-7.454674803774757947e+02,-1.600966244763228872e+02
-7.492722192833974759e+02,-1.861983267488550950e+02
-7.459988929995173521e+02,-1.823440899270721616e+02
-7.767978274172644433e+02,-2.038552621077385538e+02
-7.540624653486192983e+02,-2.021479821926364480e+02
-7.772450905991112222e+02,-2.154573023493468611e+02
-7.573532354702629164e+02,-2.151451116133661117e+02
-7.661210829944546958e+02,-2.442974194628924351e+02
-7.908572085326853767e+02,-2.506610114422772426e+02
-7.703025541245613113e+02,-2.680487312198845871e+02
-7.841951474045141595e+02,-2.876763350462107951e+02
-7.725089850464005394e+02,-2.879159850137895091e+02
-7.953942222440845171e+02,-2.739685159822444120e+02
-7.924024024106900015e+02,-3.046485650591472449e+02
-7.977947039798226569e+02,-3.049505176327647860e+02
-7.714979896103193369e+02,-3.101004945796692027e+02
-7.791372042689863520e+02,-3.038417711560326779e+02
-7.728628109141317282e+02,-3.046575047636343356e+02
-7.910141601668816520e+02,-3.126129405660012139e+02
-7.672478109373106463e+02,-3.181778157664837750e+02
-7.833508602037551327e+02,-3.142090697059200579e+02
-8.074584107242826576e+02,-3.465081552166583378e+02
-7.705622909468183934e+02,-3.431981311298625883e+02
-7.528510444257123027e+02,-3.230102144246975513e+02
-7.552268292074984402e+02,-3.475819673305384185e+02
-7.698703513203204238e+02,-3.146911696453207696e+02
-7.637464530160488039e+02,-3.057864337222074482e+02
-7.716782184400105962e+02,-3.006808283287371637e+02
-7.516202922188764433e+02,-2.928301359163722282e+02
