x0,y0,z0
155.48460127491379,-10.394551770450413,0.26286230073349337
150.5133717720333,-36.73875319314113,-5.1144047801190045
145.48290577667194,-63.12555517629842,-10.630392380872498
140.39766313797523,-89.53500797690637,-16.277973024715756
135.26210370508863,-115.94716185194949,-22.050019234837666
130.08068732715745,-142.34206705841245,-27.939403534427058
124.8578738533271,-168.69977385327957,-33.93899844667291
119.59812313274311,-195.00033249353564,-40.041676494763976
114.30589501455088,-221.22379323616457,-46.240310201889066
108.98564934789567,-247.35020633815174,-52.52777209123737
103.64184598192304,-273.35962205648104,-58.89693468599745
98.2789447657783,-299.2320906481376,-65.34067050935842
92.90140554860695,-324.9476623701053,-71.85185208450896
87.51368817955446,-350.48638747936855,-78.42335193463789
82.12025250776604,-375.82831623291275,-85.04804258293439
76.72555838238732,-400.9534988877214,-91.71879655258702
71.33406565256352,-425.84198570078007,-98.42848636678491
65.95023416744027,-450.4738269290722,-105.16998454871667
60.57852377616289,-474.82907282958274,-111.93616362157132
55.2233943278766,-498.8877736592971,-118.71989610853791
49.88930567172717,-522.629979675198,-125.51405453280489
44.58071765685971,-546.0357411342718,-132.3115114175616
39.30209013241979,-569.0851082935017,-139.10513928599661
34.05788294755282,-591.7581314098727,-145.88781066129883
28.852555951404174,-614.0348607403695,-152.6523980666572
23.690568993119275,-635.8953465419764,-159.39177402526056
18.57638192184355,-657.3196390716778,-166.09881106029786
13.514454586722387,-678.2877885864583,-172.7663816949579
8.509246836901326,-698.7798453433023,-179.38735845242937
3.5652185215255408,-718.7758595991949,-185.9546138559016
-1.3131705102594147,-738.2558816111202,-192.4610204285632
-6.121460409308018,-757.1999616360625,-198.89945069360277
-10.855191326474998,-775.5881499310066,-205.26277717420962
-15.509903412614937,-793.4004967529369,-211.54387239357249
-20.08113681858246,-810.6170523588382,-217.73560887488028
-24.564431695232052,-827.2178670056949,-223.83085914132178
-28.955328193418236,-843.182990950491,-229.82249571608577
-33.24936646399584,-858.4924744502121,-235.70339112236152
-37.44208665781928,-873.1263677618416,-241.4664178833376
-41.529028925743106,-887.0647211423644,-247.1044485222028
-45.505733418622015,-900.2875848487655,-252.61035556214622
-49.36774028731045,-912.7750091380285,-257.97701152635636
-53.11058968266296,-924.5070442671379,-263.1972889380223
-56.729821755534445,-935.4637404930799,-268.26406032033333
-60.220976656779264,-945.6251480728373,-273.1701981964778
-63.57959453725215,-954.9713172633957,-277.90857508964484
-66.8012155478076,-963.4822983217394,-282.4720635230235
-69.88137983929997,-971.1381415048515,-286.85353601980194
-72.81562756258413,-977.9188970697181,-291.0458651031696
-75.59949886851462,-983.8046152733235,-295.0419232963154
-78.22853390794599,-988.7753463726517,-298.8345831224279
-80.69827283173285,-992.8111406246878,-302.4167171046962
-83.00425579072983,-995.8920482864161,-305.7811977663093
-85.14202293579129,-997.9981196148204,-308.92089763045567
-87.10711441777201,-999.1094048668864,-311.8286892203242
-88.89507038752674,-999.2059542995986,-314.49744505910445
-90.5014309959095,-998.2678181699393,-316.92003766998425
-91.92173639377546,-996.2750467348959,-319.0893395761533
-93.15152673197889,-993.207690251451,-320.9982233008001
-94.18634216137468,-989.0457989765911,-322.63956136711386
-95.06117444600544,-984.0158451439847,-324.0505120594055
-95.81461082501411,-978.3653456139497,-325.27565162144236
-96.44758466190515,-972.1059175834399,-326.3189795155971
-96.96102932018303,-965.2491782494105,-327.18449520424235
-97.35587816335213,-957.8067448088152,-327.8761981497505
-97.63306455491696,-949.7902344586086,-328.39808781449443
-97.79352185838195,-941.211264395745,-328.75416366084676
-97.83818343725154,-932.0814518171787,-328.94842515117995
-97.76798265503017,-922.4124139198641,-328.9848717478667
-97.58385287522228,-912.2157679007555,-328.8675029132796
-97.28672746133235,-901.5031309568075,-328.6003181097914
-96.87753977686481,-890.286120284974,-328.1873167997746
-96.35722318532409,-878.5763530822097,-327.63249844560187
-95.72671105021465,-866.3854465454687,-326.9398625096458
-94.98693673504094,-853.7250178717056,-326.113408454279
-94.13883360330739,-840.6066842578747,-325.15713574187413
-93.18333501851848,-827.0420629009301,-324.0750438348038
-92.1213743441786,-813.0427709978264,-322.8711321954407
-90.95388494379226,-798.620425745518,-321.5494002861573
-89.68180018086387,-783.786644340959,-320.11384756932637
-88.3060534188979,-768.5530439811039,-318.5684735073205
-86.82757802139876,-752.9312418629069,-316.91727756251214
-85.24730735187092,-736.9328551833228,-315.1642591972742
-83.56617477381884,-720.5695011393053,-313.3134178739791
-81.78511365074692,-703.8527969278091,-311.36875305499956
-79.90505734615965,-686.7943597457887,-309.3342642027081
-77.92693922356148,-669.4058067901981,-307.2139507794775
-75.85169264645681,-651.6987552579918,-305.0118122476802
-73.68025097835016,-633.6848223461242,-302.7318480696889
-71.41354758274588,-615.3756252515495,-300.3780577078763
-69.05251582314851,-596.7827811712225,-297.95444062461496
-66.59808906306242,-577.9179073020969,-295.46499628227747
-64.0512006659921,-558.7926208411275,-292.9137241432365
-61.412783995442,-539.4185389852684,-290.3046236698646
-58.68377241491655,-519.8072789314741,-287.64169432453446
-55.86509928792022,-499.97045787669896,-284.9289355696187
-52.95769797795742,-479.9196930178973,-282.17034686749
-49.96250184853259,-459.6666015520233,-279.36992768052085
-46.880444263150224,-439.2228006760315,-276.5316774710839
-43.71245858531473,-418.5999075868761,-273.65959570155184
-40.4594781785306,-397.8095394815116,-270.7576818342972
-37.122436406302256,-376.86331355689254,-267.8299353316928
-33.702266632134084,-355.7728470099727,-264.8803556561111
-30.199902219530614,-334.5497570377068,-261.9129422699246
-26.616276531996263,-313.2056608370491,-258.9316946355062
-22.95232293303546,-291.75217560495423,-255.9406122152283
-19.2089747861527,-270.2009185383761,-252.94369447146371
-15.387165454852365,-248.56350683426916,-249.94494086658486
-11.487828302639002,-226.85155768958828,-246.94835086296456
-7.511896693016922,-205.07668830128696,-243.95792392297528
-3.4603039894906686,-183.25051586632017,-240.97765950898972
0.6660164444353995,-161.3846575816417,-238.01155708338044
4.866131245256739,-139.49073064420654,-235.06361610852014
9.139107049468848,-117.58035225096904,-232.13783604678147
13.48401049356751,-95.66513959888269,-229.2382163605369
17.899908214048054,-73.75670988490286,-226.3687565121592
22.38586684740622,-51.86668030598315,-223.53345596402093
26.940953030137308,-30.006668059078578,-220.73631417849472
31.564233398737116,-8.188290341143073,-217.98133061795323
36.2547745897012,13.576835650869612,-215.27250474476892
41.01164323952483,35.27709272000365,-212.61383602131468
45.83390598470392,56.90086366930612,-210.0093239099629
50.72062946173379,78.43653130182196,-207.4629678730863
55.67088030711007,99.87247842059688,-204.9787673730575
60.68372515732827,121.19708782867642,-202.56072187224908
65.75823064888405,142.39874232910677,-200.21283083303376
70.89346341827283,163.46582472493296,-197.93909371778406
76.0884901019902,184.3867178192009,-195.74350998887263
81.34237733653174,205.14980441495604,-193.6300791086722
86.65419175839304,225.74346731524454,-191.6028005395552
92.0230000040696,246.1560893231118,-189.66567374389433
97.44786871005698,266.37605324160313,-187.82269818406235
102.92786451285073,286.39174187376454,-186.07787332243169
108.46205404894641,306.1915380226416,-184.43519862137506
114.04950395483966,325.7638244912803,-182.898673543265
119.68928086702589,345.09698408272584,-181.4722975504743
125.38045142200069,364.17939960002366,-180.1600701053755
131.12208225625972,382.99945384622026,-178.96599067034109
136.9132400062984,401.54552962436037,-177.8940587077438
142.75299130861237,419.8060097374901,-176.94827367995634
148.6404027996971,437.7692769886552,-176.13263504935117
154.57454111604818,455.423714180901,-175.4511422783011
160.5544728941611,472.7577041172727,-174.90779482917873
166.57926477053158,489.75962960081745,-174.50659216435645
172.64798338165508,506.4178734345796,-174.2515337462071
178.75969536402727,522.720818421606,-174.14661903710316
184.91346735414353,538.6568473649413,-174.19584749941723
191.10836598849943,554.2143430676306,-174.40321859552222
197.34345790359055,569.3816883327208,-174.77273178779052
203.61780973591246,584.1472659632572,-175.3083865385948
209.93048812196082,598.4994587622851,-176.01418231030763
216.280559698231,612.4266495328504,-176.89411856530165
222.66709110121863,625.9172210779993,-177.9521947659495
229.0891489674192,638.9595562007759,-179.19241037462388
235.54579993332848,651.5420377042277,-180.61876485369746
242.0361106354418,663.6530483913994,-182.23525766554243
248.55914771025465,675.2809710653357,-184.04588827253207
255.11397779426287,686.4141885290843,-186.05465613703848
261.6996675239618,697.041083585689,-188.26556072143455
268.31528353584713,707.1500390381975,-190.6826014880927
274.7166173823252,716.3095794510083,-192.9777108888573
280.66594346602454,724.1137464466962,-194.82567663381164
286.17205269877377,730.5891984155674,-196.234781072687
291.2437359924019,735.7625937479288,-197.21330655521484
295.8897842587375,739.6605908340867,-197.7695354311264
300.1189884096094,742.3098480643474,-197.91175005015305
303.9401393568463,743.7370238290176,-197.64823276202617
307.3620280122769,743.9687765184036,-196.98726591647707
310.39344528773,743.0317645228122,-195.93713186323706
313.04318209503424,740.9526462325493,-194.5061129520375
315.32002934601854,737.7580800379218,-192.7024915326098
317.2327779525115,733.4747243292362,-190.53454995468522
318.79021882634197,728.1292374967985,-188.01057056799516
320.0011428793386,721.748277930916,-185.1388357222709
320.87434102333015,714.3585040218942,-181.92762776724385
321.4186041701454,705.9865741600403,-178.38522905264526
321.64272323161305,696.6591467356604,-174.51992192820654
321.55548911956186,686.4028801390612,-170.33998874365903
321.1656927458206,675.2444327605491,-165.85371184873412
320.482125022218,663.2104629904305,-161.06937359316305
319.51357686058276,650.3276292190119,-155.9952563266772
318.26883917274364,636.6225898365997,-150.63964239900795
316.75670287052935,622.1220032335007,-145.0108141598866
314.9859588657688,606.8525278000209,-139.11705395904448
312.9653980702905,590.8408219264669,-132.96664414621296
310.7038113959234,574.1135440031454,-126.56786707112337
308.2099897544961,556.6973524203629,-119.9290050835071
305.49272405783734,538.6189055684254,-113.05834053309542
302.56080521777596,519.9048618376398,-105.96415576961974
299.4230241461407,500.58187961831254,-98.65473314281132
296.08817175476014,480.6766173007499,-91.1383550024016
292.56503895546325,460.2157332752586,-83.42330369812184
288.86241666007857,439.2258859321448,-75.51786157970339
284.98909578043504,417.7337336617152,-67.43031099687767
280.95386722836116,395.76593485427617,-59.16893429937591
276.76552191568595,373.3491479001345,-50.74201383692958
272.43285075423796,350.5100311895961,-42.15783195926994
267.9646446558459,327.2752431129677,-33.42467101612829
263.36969453233866,303.6714420605559,-24.550813357236027
258.6567912955449,279.72528642266684,-15.544541332324451
253.83472585729345,255.46343458960743,-6.414137291125019
248.91228912941295,230.91254495168417,2.832116416630896
243.8982720237322,206.099275899203,12.1859374412122
238.8014654520798,181.05028582247064,21.639043432887433
233.63066032628473,155.79223311179362,31.18315204192516
228.3946475581755,130.35177615747844,40.809980918594135
223.10221805958105,104.75557334983145,50.51124771316301
217.76216274233002,79.03028307915928,60.27867007590039
212.3832725182513,53.20256373576869,70.10396565707487
206.97433829917335,27.299073709965285,79.97885210695533
201.5441509969251,1.3464713920562872,89.89504707581021
196.10150152333517,-24.62858482765253,99.84426821390845
190.6551807902325,-50.599436558853924,109.8182331715184
185.2139797094458,-76.53942541124137,119.80865959890863
179.78668919280358,-102.42189299450946,129.80726514634827
174.38210015213485,-128.22018091835054,139.8057674641056
169.0090034992681,-153.9076307924591,149.79588420244949
163.67619014603233,-179.45758422652773,159.7693330116483
158.39245100425626,-204.84338283025028,169.71783154197087
153.1665769857683,-230.03836821332135,179.6330974436862
148.0073590023976,-255.0158819854326,189.50684836706228
142.92358796597262,-279.74926575627916,199.33080196236835
137.92405478832228,-304.2118611355537,209.09667587987272
133.01755038127533,-328.3770097329498,218.7961877698441
128.21286565666028,-352.2180531581614,228.42105528255124
123.5187915263062,-375.7083330208817,237.96299606826278
118.94411890204158,-398.82119093080416,247.41372777724737
114.49763869569519,-421.5299684976227,256.76496805977365
110.18814181909606,-443.8080073310299,266.0084345661101
106.02441918407244,-465.6286490407208,275.1358449465258
102.01526170245334,-486.96523523638814,284.13891685128914
98.16946028606779,-507.7911075277247,293.00936793066865
94.49580584674413,-528.079607524425,301.73891583493315
91.00308929631112,-547.8040768361824,310.31927821435136
87.70010154659754,-566.9378570726906,318.742172719192
84.5956335094323,-585.4542898436428,326.9993169997235
81.6984760966441,-603.326716758732,335.08242870621444
79.01742022006135,-620.5284794276533,342.98322548893407
76.5612567915131,-637.0329194600988,350.6934249981504
74.33877672282824,-652.8133784657623,358.2047448841322
72.35877092583519,-667.8431980543378,365.5089027971485
70.63003031236295,-682.0957198355183,372.59761638746744
69.16134579424033,-695.5442854189963,379.4626033053577
67.96150828329559,-708.1622364144682,386.09558120108863
67.03930869135777,-719.9229144316255,392.4882677249283
66.40353793025562,-730.7996610801627,398.6323805271457
66.06298691181767,-740.7658179697729,404.5196372580093
66.0264465478732,-749.7947267101484,410.1417555677874
66.30270775025055,-757.8597289109841,415.4904531067492
66.90056143077842,-764.9341661819735,420.5574475251633
67.82879850128569,-770.99138013281,425.334456473298
69.09620987360105,-776.0047123731869,429.8131976014223
70.71158645955319,-779.9475045127983,433.98538855980496
72.68371917097096,-782.7930981613366,437.842746998714
75.02139891968342,-784.5148349284958,441.3769905684186
77.73341661751834,-785.086056423971,444.5798369191877
80.82856317630565,-784.4801042574524,447.4430037012889
84.31562950787331,-782.6703200386366,449.9582085649919
88.20340652405034,-779.6300453772153,452.1171691605648
92.5006851366652,-775.332621882884,453.91160313827686
97.15393321931126,-770.2197605027923,455.4652656475704
102.09889638865155,-764.7554192577774,456.90882930035366
107.32828217112002,-758.94631036806,458.2443879405924
112.83479809315064,-752.7991460538611,459.47403541225276
118.6111516811773,-746.3206385354018,460.59986555930084
124.65005046163407,-739.5175000329027,461.6239722257025
130.94420196095479,-732.396442766585,462.54844925542375
137.48631370557345,-724.9641789566695,463.3753904924306
144.26909322192404,-717.2274208233769,464.106889780689
151.28524803644046,-709.1928805869284,464.74504096416507
158.52748567555668,-700.8672704675448,465.29193788682466
165.98851366570668,-692.2573026854473,465.749674392634
173.6610395333244,-683.3696894608562,466.12034432555885
181.53777080484377,-674.2111430139927,466.40604152956524
189.6114150066988,-664.7883755650781,466.6088598486193
197.87467966532336,-655.1080993343327,466.7308931266869
206.32027230715147,-645.1770265419779,466.77423520773414
214.94090045861702,-635.0018694082341,466.7409799357269
223.72927164615407,-624.589340153323,466.63322115463126
232.6780933961965,-613.9461509974647,466.4530527084133
241.7800732351782,-603.0790141608805,466.2025684410387
251.02791868953327,-591.9946418637912,465.8838621964738
260.4143372856955,-580.6997463264179,465.49902781868445
269.93203655009904,-569.2010397689813,465.05015915163665
279.5737240091776,-557.5052344117023,464.5393500392965
289.33210718936544,-545.619042474802,463.9686943256298
299.1998936170963,-533.5491761785012,463.34028585460277
309.1697908188041,-521.3023477430208,462.65621847018133
319.23450632092283,-508.8852693885819,461.9185860163313
329.3867476498866,-496.3046533354051,461.12948233701894
339.6192223321291,-483.56721180371153,460.29100127621007
349.9246378940846,-470.67965701372196,459.4052366778708
360.2957018621868,-457.6487011856574,458.4742823859671
370.7251217628697,-444.48105653973886,457.5002322444649
381.20560512256736,-431.18343529618693,456.4851800973302
391.7298594677136,-417.762549675223,455.4312197885291
402.2905923247424,-404.22511189706756,454.3404451620276
412.8805112200879,-390.5778341819416,453.2149500617916
423.49232368018374,-376.82742875006625,452.0568283317871
434.11873723146414,-362.98060782166215,450.86817381598013
444.75245940036297,-349.0440836169504,449.6510803583367
455.386197713314,-335.02456835615186,448.4076418028228
466.01265969675154,-320.92877425948745,447.13995199340445
476.62455287710924,-306.763413547178,445.8501047740476
487.2145847808212,-292.53519843944446,444.54019398871833
497.7754629343213,-278.2508411565078,443.2123134813825
508.29989486404355,-263.91705391858903,441.86855709600627
518.780588096422,-249.54054894590877,440.51101867655547
529.2102501578902,-235.12803845868837,439.14179206699623
539.5815885748826,-220.6862346771482,437.7629711112946
549.8873108738328,-206.22184982150952,436.37664965341634
560.1201245811752,-191.7415961119931,434.98492153732764
570.2727372233433,-177.25218576881994,433.58988060699437
580.3378563267711,-162.76033101221122,432.1936207063827
590.3081894178927,-148.2727440623871,430.7982356794585
600.1764440231419,-133.79613713956934,429.4058193701878
609.9353276689528,-119.33722246397818,428.01846562253667
619.5775478817594,-104.90271225583513,426.6382682804709
629.0958121879955,-90.49931873536076,425.26732118795667
638.4828281140954,-76.13375412277551,423.90771818895996
647.7313031864924,-61.812730638301474,422.56155312744676
656.833944931621,-47.54296050215843,421.230919847383
665.783460875915,-33.3311559345678,419.9179121927347
674.5725585458084,-19.18402915575055,418.624624007468
683.1939454677349,-5.108292385927541,417.3531491355487
691.6403291681289,8.889342154680563,416.1055814209428
699.9044171734238,22.802162245852543,414.8840147076165
707.978917010054,36.62345566736751,413.6905428395356
715.8565362044533,50.34651019900457,412.5272596606662
723.5299822830555,63.964613620543105,411.3962590149742
730.9919627722951,77.47105371176185,410.29963474642574
738.2351851986052,90.85911825244007,409.2394806989868
745.2523570884205,104.12209502235673,408.2178907166233
752.0361859681745,117.25327180129105,407.2369586433012
758.5793793643014,130.24593636902213,406.29877832298644
764.8746448032352,143.09337650532905,405.4054435996453
770.9146898114096,155.7888799899906,404.5590483172436
776.6922219152588,168.3257346027863,403.7616863197473
782.1999486412166,180.697228123495,403.01545145112243
787.4305775157169,192.89664833189582,402.3224375553351
792.3768160651939,204.9172830077678,401.68473847635113
797.0313718160812,216.75241993089003,401.10444805813665
801.3869522948127,228.39534688104132,400.5836601446577
805.4362650278231,239.83935163800152,400.12446857988004
809.1720175415456,251.0777219815492,399.7289672077698
812.5869173624147,262.10374569146387,399.399249872293
815.673672016864,272.91071054752416,399.1374104174157
818.4249890313273,283.4919043295089,398.94554268710385
820.8335759322388,293.8406148171977,398.8257405253234
822.8921402460325,303.95012979036966,398.78009777604035
824.5933894991422,313.81373702880353,398.8107082832207
825.9300312180022,323.4247243122787,398.9196658908305
826.894772929046,332.7763794205743,399.10906444283563
827.4803221587075,341.86199013346874,399.3809977832023
827.6793864334212,350.6748442307421,399.7375597558965
827.4846732796209,359.2082294921731,400.1808442048838
826.8888902237396,367.45543369753983,400.7129449741307
825.8847447922127,375.409744626623,401.3359559076031
824.4649445114733,383.0644500592006,402.0519708492667
822.6221969079559,390.4128377750526,402.86308364308775
820.5976377225932,397.5896468861308,403.7120520007898
818.6366454190816,404.73384482869665,404.5405539650282
816.7382916079981,411.8450618689916,405.3490638761666
814.9016478999208,418.9229282732574,406.1380560745689
813.125785905427,425.9670743077357,406.9080049005987
811.4097772350945,432.97713023866805,407.6593846946197
809.7526934995007,439.95272633229615,408.3926697969957
808.1536063092229,446.89349285486156,409.10833454809034
806.6115872748393,453.7990600726059,409.8068532882674
805.125708006927,460.669058251771,410.48870035789065
803.6950401160636,467.5031176585983,411.15435009732374
802.318655212827,474.3008685593294,411.8042768469304
800.9956249077944,481.0619412202061,412.4389549470745
799.7250208115437,487.78596590747,413.0588587381195
798.5059145346521,494.4725728873625,413.6644625604293
797.3373776876974,501.1213924261255,414.25624075436764
796.2184818812575,507.73205479000063,414.83466766029807
795.1482987259092,514.3041902452294,415.4002176185846
794.1258998322307,520.8374290580534,415.95336496959067
793.1503568107994,527.3314014947143,416.49458405368017
792.2207412721928,533.7857378214538,417.0243492112168
791.3361248269885,540.2000683045137,417.54313478256427
790.4955790857641,546.5740232101354,418.0514151080863
789.6981756590972,552.9072328045603,418.5496645281466
788.9429861575651,559.1993273540305,419.03835738310886
788.229082191746,565.4499371247873,419.51796801333694
787.5555353722169,571.6586923830727,419.9889707591944
786.9214173095556,577.825223395128,420.4518399610451
786.3257996143398,583.9491604271949,420.9070499592527
785.7677538971467,590.0301337455152,421.3550750941809
785.2463517685541,596.06777361633,421.7963897061935
784.7606648391396,602.0617103058817,422.2314681356541
784.3097647194808,608.0115740804115,422.66078472292656
783.8927230201551,613.9169952061611,423.08481380837463
783.5086113517402,619.777603949372,423.5040297323618
783.1565013248138,625.5930305762861,423.9189068352521
782.8354645499531,631.3629053531447,424.329919457409
782.544572637736,637.0868585461898,424.7375419391963
782.28289719874,642.7645204216628,425.1422486209779
782.0495098435426,648.3955212458054,425.5445138431173
781.8434821827216,653.9794912848594,425.94481194597824
781.6638858268542,659.5160608050659,426.3436172699246
781.5097923865183,665.004860072667,426.74140415531997
781.3802734722912,670.4455193539043,427.1386469425281
781.2744006947507,675.8376689150193,427.5358199719127
781.1912456644742,681.1809390222536,427.9333975838375
781.1298799920396,686.4749599418492,428.3318541186664
781.089375288024,691.7193619400472,428.73166391676295
781.0688031630054,696.9137752830895,429.1333013184908
781.067235227561,702.0578302372177,429.53724066421387
781.0837430922687,707.1511570686737,429.94395629429573
781.117398367706,712.1933860436985,430.3539225491001
781.1672726644503,717.1841474285343,430.7676137689909
781.2324375930792,722.1230714894224,431.18550429433157
781.3119647641704,727.0097884926049,431.60806846548616
781.4049257883016,731.8439287043228,432.03578062281804
781.5103922760501,736.6251223908182,432.4691151066913
781.6274358379934,741.3529998183323,432.90854625746925
781.7551280847093,746.0271912531073,433.35454841551604
781.8925406267755,750.6473269613846,433.8075959211951
782.0387450747695,755.2130372094055,434.2681631148703
782.1928130392686,759.723952263412,434.73672433690535
782.3538161308504,764.1797023896456,435.2137539276639
782.5208259600927,768.579917854348,435.6997262275097
782.6929141375732,772.9242289237608,436.1951155768065
782.869152273869,777.2122658641257,436.700396315918
783.0486119795581,781.4436589416841,437.21604278520795
783.2303648652179,785.6180384226778,437.7425293250401
783.413482541426,789.7350345733486,438.2803302757781
783.59703661876,793.7942776599378,438.8299199777857
783.7800987077973,797.7953979486872,439.39177277142664
783.9617404191157,801.7380257058386,439.96636299706466
784.1410333632926,805.6217911976333,440.5541649950635
784.3170491509057,809.4463246903131,441.1556531057868
784.4888593925326,813.2112564501195,441.7713016695984
784.6555356987506,816.9162167432945,442.40158502686194
784.8161496801376,820.5608358360795,443.04697751794106
784.969772947271,824.144743994716,443.7079534831997
785.1154771107286,827.6675714854457,444.38498726300145
785.2523337810878,831.1289485745102,445.07855319771005
785.3794145689259,834.5285055281514,445.7891256276892
785.495791084821,837.8658726126107,446.51717889330274
785.6005349393503,841.1406800941296,447.2631873349142
785.6927177430915,844.3525582389502,448.0276252928875
785.7714111066223,847.5011373133136,448.8109671075863
785.83568664052,850.586047583462,449.6136871193743
785.8846159553624,853.6069193156364,450.43625966861515
785.9172706617268,856.5633827760788,451.2791590956727
785.9327223701911,859.455068231031,452.1428597409107
785.9300426913327,862.2816059467341,453.02783594469264
785.9083032357292,865.04262618943,453.9345620473825
785.8665756139583,867.7377592253607,454.86351238934395
785.8039314365974,870.3666353207673,455.81516131094065
785.719442314224,872.9288847418916,456.7899831525363
785.612179857416,875.4241377549754,457.78845225449476
785.4812156767507,877.8520246262602,458.81104295717967
785.3256213828057,880.2121756219874,459.85822960095476
785.1444685861586,882.504221008399,460.93048652618364
784.9368288973872,884.7277910517365,462.0282880732302
